id,post_time,content,rise,post_id,segmented_content
1691752902576_F0DCU,2023-08-11,"分散定期定額

市值型0050改006208 一樣的東西內扣費用更低
高息型0056+00878+00713剛好可以組成月月配

投資最好的時機點是十年前，其次是現在
投資要趁早，勿因財小而不為",1.0,55954,"['分散', '定期', '定額', ' ', ' ', '市值型', '0050', '改', '006208', ' ', '一樣', '的', '東西', '內扣', '費用', '更', '低', ' ', '高息型', '0056', '+', '00878', '+', '00713', '剛好', '可以', '組成', '月', '月', '配', ' ', ' ', '投資', '最', '好', '的', '時機點', '是', '十', '年', '前', '，', '其次', '是', '現在', ' ', '投資', '要', '趁早', '，', '勿', '因', '財小而不為']"
1692324762529_F0DCU,2023-08-17,沒錢就別玩當沖,1.0,58970,"['沒', '錢', '就', '別', '玩', '當', '沖']"
1697139196990_F0DCU,2023-10-12,居然還有人記得啊！,-1.0,62382,"['居然', '還', '有', '人', '記得', '啊', '！']"
1692055734978_mobileR,2023-08-15,這幾天 AUO 被空頭，根本就是重炮轟擊，比俄軍還慘不忍睹啊！那天看到營收數據，我就知道大勢不妙。沒想到，慘烈啦！直接進忠烈祠！[大哭],1.0,122846,"['這', '幾', '天', ' ', 'AUO', ' ', '被', '空頭', '，', '根本', '就是', '重炮', '轟擊', '，', '比', '俄軍', '還', '慘不忍睹', '啊', '！', '那', '天', '看到', '營收', '數據', '，', '我', '就', '知道', '大勢', '不妙', '。', '沒想到', '，', '慘烈', '啦', '！', '直接', '進', '忠烈祠', '！', '[', '大哭', ']']"
1698655741267_mobileM,2023-10-30,實在是想太多人黑很多 你覺得小孩還小最重要 是學理財嗎才不是好嗎 更說一句很難聽點的話 很多大人們就連他自己 所知理財知識未必正確 想用來教小孩實在鬼扯,1.0,128437,"['實在', '是', '想', '太多', '人', '黑', '很多', ' ', '你', '覺得', '小孩', '還', '小', '最', '重要', ' ', '是', '學', '理財', '嗎', '才', '不', '是', '好', '嗎', ' ', '更', '說', '一', '句', '很', '難', '聽點', '的', '話', ' ', '很多', '大人', '們', '就', '連', '他', '自己', ' ', '所', '知', '理財', '知識', '未必', '正確', ' ', '想', '用來', '教', '小孩', '實在', '鬼扯']"
1695723931931_F0DCU,2023-09-26,你做交易看好多好累喔，打開看走勢一目了然無須考慮那些背後，背後只是給你看韭菜想看的,1.0,61409,"['你', '做', '交易', '看', '好多', '好累', '喔', '，', '打開', '看', '走勢', '一目了然', '無須', '考慮', '那些', '背後', '，', '背後', '只是', '給', '你', '看', '韭菜', '想', '看', '的']"
1695933623468_F0DCU,2023-09-28,中秋節快樂,1.0,61997,"['中秋節', '快樂']"
1695271480399_PTT02R,2023-09-21,"
https://imgur.com/dZg6PC4

https://imgur.com/CotD4Nm

今天先退場 原本設定目標價20

不過資金有其他用途就先撤了

7口一路追到20口

整體來說應該有35%左右 還可以

真的想玩空運就買虎航吧

亞洲(日本)LCC霸主 還有個有錢親媽

可以看看暑假之前媒體怎麼吹 結果暑假營收還衰退

那現在9-12月是淡季加上油價飆漲

兩岸選前不會有結果狀況下 你還玩航空?

--
",1.0,146875,"['https', ':', '//imgur.com/dZg6PC4  https://imgur.com/CotD4Nm', ' ', ' ', '今天', '先', '退場', ' ', '原本', '設定', '目標價', '20', ' ', ' ', '不過', '資金', '有', '其他', '用途', '就', '先', '撤', '了', ' ', ' ', '7', '口', '一路', '追到', '20', '口', ' ', ' ', '整體', '來', '說', '應該', '有', '35', '%', '左右', ' ', '還', '可以', '  ', '真的', '想', '玩', '空運', '就', '買', '虎航', '吧', ' ', ' ', '亞洲', '(', '日本', ')', 'LCC', '霸主', ' ', '還', '有', '個', '有錢', '親媽', ' ', ' ', '可以', '看看', '暑假', '之前', '媒體', '怎麼', '吹', ' ', '結果', '暑假', '營收', '還', '衰退', ' ', ' 那', '現在', '9-', '12月', '是', '淡季', '加上', '油價', '飆漲', ' ', ' ', '兩岸', '選前', '不', '會', '有']"
1695763432632_F0DCU,2023-09-26,可以,1.0,61347,['可以']
1695781534596_mobileM,2023-09-27,華為這兩年還有在出 4G 手機，晶片是高通的，代工當然是台積電。  這兩年大陸的高階 android 機，大部分由小米、OPPO、VIVO 分去。晶片來源當然也是高通。,1.0,126265,"['華', '為', '這', '兩', '年', '還', '有', '在', '出', ' ', '4G', ' ', '手機', '，', '晶片', '是', '高通', '的', '，', '代工', '當然', '是', '台積電', '。', ' ', ' ', '這', '兩', '年', '大陸', '的', '高階', ' ', 'android', ' 機', '，', '大部分', '由', '小米', '、', 'OPPO', '、', 'VIVO', ' ', '分去', '。', '晶片', '來源', '當然', '也', '是', '高通', '。']"
1698974559449_F0DCU,2023-11-03,https://megapx-assets.dcard.tw/images/a7569274-bdae-4b7a-886d-b09558a342e5/640.jpeg,1.0,65553,"['https', ':', '//megapx-assets.dcard.tw/images/a7569274-bdae-4b7a-886d-b09558a342e5/640.jpeg']"
1695343976451_F0DCU,2023-09-22,您好我是富邦證券營業員，歡迎聯絡🥰,1.0,60650,"['您好', '我', '是', '富邦', '證券', '營業員', '，', '歡迎', '聯絡', '🥰']"
1692602225316_mobileR,2023-08-21,依銀行講法，我可直接找國外託管機構設定新的海外賬戶，不用透過台灣銀行，或許我有些聽錯誤解，有空再去銀行了解一下,1.0,124516,"['依', '銀行', '講法', '，', '我', '可', '直接', '找', '國外', '託管', '機構', '設定', '新', '的', '海外', '賬戶', '，', '不用', '透過', '台灣銀行', '，', '或許', '我', '有', '些', '聽', '錯', '誤解', '，', '有空', '再', '去', '銀行', '了解', '一下']"
1692149844579_F0DCU,2023-08-16,ㄎㄎ,1.0,57546,"['ㄎ', 'ㄎ']"
1699006158388_mobileR,2023-11-03,柯總先說說Bhtc 在台灣招募的那幾個員工會不會被砍吧，她們很緊張啊…,1.0,129732,"['柯總', '先', '說', '說', 'Bhtc', ' ', '在', '台灣', '招募', '的', '那', '幾', '個', '員工', '會', '不會', '被', '砍', '吧', '，', '她們', '很', '緊張', '啊', '…']"
1695324044414_F0DCU,2023-09-21,"我是禮拜一9點準時去開戶的，我的營業員超忙一直在接電話，講解沒幾分鐘就去接電話，之後就不見了，櫃檯人員才給我她的名片，超無言…

新手完全不會操作，還要拜託同事教😤",1.0,60423,"['我', '是', '禮拜', '一9', '點', '準時', '去', '開戶', '的', '，', '我', '的', '營業員', '超忙', '一直', '在', '接', '電話', '，', '講解', '沒', '幾', '分鐘', '就', '去', '接', '電話', '，', '之後', '就', '不', '見', '了', '，', '櫃檯', '人員', '才', '給', '我', '她', '的', '名片', '，', '超', '無言', '…', ' ', ' ', '新手', '完全', '不會', '操作', '，', '還', '要', '拜託', '同事', '教', '😤']"
1697544704350_F0DCU,2023-10-17,"恭喜賺錢~
https://sticker-assets.dcard.tw/images/30c0fc6b-4746-459d-bc05-6947373bea3a/orig.png",-1.0,62923,"['恭喜', '賺錢', '~', ' https', ':', '//sticker-assets.dcard.tw/images/30c0fc6b-4746-459d-bc05-6947373bea3a/orig.png']"
1692234847917_mobileM,2023-08-17,這種人別結婚害人了 天天去找各種敢玩的玩SM不好嗎?,1.0,123623,"['這', '種', '人', '別', '結婚', '害', '人', '了', ' ', '天天', '去', '找', '各', '種', '敢', '玩', '的', '玩', 'SM', '不', '好', '嗎', '?']"
1692104451318_F0DCU,2023-08-15,今天沒時間看盤 最後逃命波我沒跑 完蛋了真的死定了 要重演去年慘案了 不要啊,1.0,57348,"['今天', '沒', '時間', '看盤', ' ', '最後', '逃命波', '我', '沒', '跑', ' 完蛋', '了', '真的', '死定', '了', ' ', '要', '重演', '去年', '慘案', '了', ' ', '不要', '啊']"
1692376154868_F0DCU,2023-08-18,可以下車了,1.0,59289,"['可以', '下車', '了']"
1691996024158_PTT02R,2023-08-14,"原文標題：
國喬上半年每股虧0.92元 將辦理現增20萬張

原文連結：
https://reurl.cc/nDg8jn

發布時間：
2023-08-11 19:34

記者署名：
經濟日報 記者魏鑫陽

原文內容：
國喬石化（1312）今（11）日公布半年報，上半年營收81.05億元，稅前虧損9.63億元，稅
後純損8.18億元，每股純損0.92元。公司表示，受制於中國大陸疫後經濟復甦力道不如預期
及中美貿易戰的影響，第2季營運持續呈現虧損。

面對經營挑戰，國喬董事會今日通過現金增資案，擬發行新股200,000仟股、尚未訂價。公
司表示，此次現增資金計畫用於償還銀行借款，將可適度減輕公司財務負擔及提升償債能力
，並強化財務結構，增加資金調度彈性，有利於公司整體營運發展。

國喬石化指出，今年第2季受制於中國大陸疫後經濟復甦力道不如預期及中美貿易戰的影響
，需求端疲弱，而SM、ABS新產能又持續投放，導致產能過剩，各項產品售價與利差受壓，
第2季營運仍艱辛無法止損。

展望下半年，近期油價上漲，產品利差放大、損失收斂，第3季在中國官方祭出20條振興經
濟措施下，可望加速經濟增長動能；同時歐美升息與通膨干擾也略微淡化，全球景氣逐略回
溫，石化產品需求漸增，第3季營運可望大為改善。且為永續發展與轉型，國喬石化已擴大
在中國大陸的投資。除持續參與奇美的擴廠合作外，獨資成立的泉州國亨即將在今年第4季
試車投產，預計將有效推升總產能。

另，國喬石化董事長楊品正申請退休，今日董事會選任由邱德馨任新任董事長，以及通過第
二屆永續發展委員會委員名單。


心得/評論：
油價上漲，塑化股的產品利差放大，中國還有利多政策等著祭出，今天下殺這根給你撿便宜
，484要暗爽在心裡




--
",1.0,146450,"['原文', '標題', '：', ' 國喬', '上半年', '每', '股', '虧', '0.92', '元', ' ', '將', '辦理', '現增', '20萬', '張', '  ', '原文', '連結', '：', ' ', 'https', '://reurl.cc/nDg8jn', ' ', ' ', '發布', '時間', '：', ' ', '2023', '-', '08', '-', '11', ' ', '19', ':', '34', ' ', ' ', '記者', '署名', '：', ' ', '經濟日報', ' ', '記者', '魏鑫陽  原文', '內容', '：', ' ', '國喬石化', '（', '1312', '）', '今', '（', '11', '）', '日', '公布', '半年報', '，', '上半年', '營收', '81.05', '億', '元', '，', '稅', '前', '虧損', '9.63', '億', '元', '，', '稅', ' ', '後', '純損', '8.18', '億', '元', '，', '每', '股', '純損', '0.92', '元', '。', '公司', '表示', '，', '受制', '於', '中國大陸', '疫', '後', '經濟', '復甦', '力道', '不如']"
1695624503644_F0DCU,2023-09-25,"當沖第二天，謝謝原po!
https://megapx-assets.dcard.tw/images/bfe17969-540e-4549-b029-7c5cb1a763b7/orig.png",1.0,61082,"['當', '沖', '第二', '天', '，', '謝謝', '原', 'po', '!', ' ', 'https://megapx-assets.dcard.tw/images/bfe17969-540e-4549-b029-7c5cb1a763b7/orig.png']"
1695744307318_mobileR,2023-09-26,花旗 倒了....,1.0,126117,"['花旗', ' ', '倒', '了', '....']"
1698411402442_F0DCU,2023-10-27,"我有借600w利率3%多。 
只要你利息繳的起…其實是可以的
自己財務要衡量一下",1.0,63651,"['我', '有', '借', '600', 'w', '利率', '3', '%', '多', '。', ' ', ' ', '只要', '你', '利息', '繳', '的', '起', '…', '其實', '是', '可以', '的', ' ', '自己', '財務', '要', '衡量', '一下']"
1692334930850_F0DCU,2023-08-17,鼎天已經漲停很多次了，想問原因，以及估計會漲到多少？,1.0,58981,"['鼎天', '已經', '漲停', '很多', '次', '了', '，', '想', '問', '原因', '，', '以及', '估計', '會', '漲', '到', '多少', '？']"
1692272872689_F0DCU,2023-08-17,-1萬就該該叫..勸你乖乖定存免得跳樓,1.0,58783,"['-', '1萬', '就', '該', '該', '叫', '..', '勸', '你', '乖乖', '定存', '免得', '跳樓']"
1692284442119_F0DCU,2023-08-17,應該都上車了吧 我是指影片= =,1.0,58558,"['應該', '都', '上車', '了', '吧', ' ', '我', '是', '指', '影片', '=', ' ', '=']"
1692342450982_PTT02R,2023-08-18,"本魯第一次發文大家鞭小力一點

本魯淺見如下
目前美股S&P500 PE來到30左右, 席勒調整後S&P500超額報酬在2%左右(7月)
兩者相加目前投資S&P500相對美國短債不僅要承擔較大風險, 而且獲利也沒有比較高
所以各大投行機構勢必會減持股市去購買短債

此時有兩個情況
1. 股市維持目前高位震盪  > 繼續短債滾利率
2. 股市崩盤  > 等短債到期後抄底
至於股市繼續上漲這個選項小弟認為景氣的成長與借貸的成本有直接關係
以目前各國這麼高的借貸成本，要實現過去10年一樣的增長很不現實
AI是個真的題材, 但是要實現在你我身邊還需要太多硬體配合
電力>網通>邊緣計算 etc.
在這麼高的借貸成本除了幾個指標企業有底氣能燒錢布局
其他新創公司應該都在苦撐觀望吧? 這樣的環境怎麼支持AI的實際運用?

至於為什麼不買長債?
當股票大跌滿地鑽石的時候, 本魯相信大部分專業投資人都會想要生出錢
卡在長債還要承受大量拋售帶來的下行損益, 感覺就不是個划算的策略

至於一般投資人要不要買長債?
本魯認為如果你對股市的嗅覺很有信心, 那就學老巴
如果是個反指標, 長債是一個不錯的防續性標的

有錯請指證, 讓本魯多學一些知識

--
",1.0,146741,"['本魯', '第一', '次', '發文', '大家', '鞭小力', '一點', '  本魯淺見如', '下', ' ', '目前', '美股', 'S&P500 PE', '來到', '30', '左右', ',', ' 席勒', '調整', '後', 'S&P', '500', '超額', '報酬', '在', '2', '%', '左右', '(', '7月', ')', ' ', '兩', '者', '相加', '目前', '投資', 'S&P', '500', '相對', '美國', '短債', '不僅', '要', '承擔', '較', '大', '風險', ',', ' ', '而且', '獲利', '也', '沒有', '比較', '高', ' ', '所以', '各', '大', '投行機構', '勢必', '會', '減持', '股市', '去', '購買', '短債', ' ', ' ', '此時', '有', '兩', '個', '情況', ' ', '1', '.', ' ', '股市', '維持', '目前', '高位', '震盪', ' ', ' ', '>', ' ', '繼續', '短債', '滾利率', ' ', '2', '.', ' ', '股市', '崩盤', ' ', ' ', '>', ' 等', '短債', '到期', '後', '抄', '底', ' ', '至於', '股市', '繼續', '上漲', '這', '個', '選項', '小弟']"
1695764654722_F0DCU,2023-09-26,😂,1.0,61369,['😂']
1698724801496_F0DCU,2023-10-31,一郭端了,1.0,64338,"['一', '郭', '端', '了']"
1692146059025_F0DCU,2023-08-15,"笑死一堆韭
猜對一次就自以為神哦",1.0,57463,"['笑死', '一', '堆', '韭 ', '猜', '對', '一', '次', '就', '自以為', '神', '哦']"
1695791443159_F02_dcard_C,2023-09-27,目前開戶中國信託，ETF006208保管帳戶是第一銀行。所以我在考慮是否要更改配息帳戶？麻煩大家給建議，謝謝！,1.0,61650,"['目前', '開戶', '中國', '信託', '，', 'ETF', '006208', '保管', '帳戶', '是', '第一', '銀行', '。', '所以', '我', '在', '考慮', '是否', '要', '更改', '配息', '帳戶', '？', '麻煩', '大家', '給', '建議', '，', '謝謝', '！']"
1698905676933_mobileM,2023-11-02,校長說…    什麼都沒有說…領息狠輕鬆的☕️    買股賺錢，要感謝校長慫恿🤣賣股賠錢，一律與校長無關☕️    貼心的再次提醒大家…    1 沒有成立Line群組…    2 不會主動私訊任何人…    3 更不會成立龍校長社團    投資難在如何克服 ( 貪婪 / 恐懼 ) 能無所謂的投資，才是真正的投資，任何人的分析都只能是參考，說直白點也就是猜，是人都學的會，就是這樣簡單。,1.0,129458,"['校長', '說', '…', '    ', '什麼', '都', '沒有', '說', '…', '領息', '狠', '輕鬆', '的', '☕️    ', '買', '股', '賺錢', '，', '要', '感謝', '校長', '慫恿', '🤣', '賣', '股', '賠錢', '，', '一律', '與', '校長', '無關', '☕️    ', '貼心', '的', '再次', '提醒', '大家', '…', '    1', ' ', '沒有', '成立', 'Line', '群組', '…', '    2 ', '不會', '主動', '私訊', '任何', '人', '…', '    3 ', '更', '不會', '成立', '龍', '校長', '社團', '    ', '投資', '難', '在', '如何', '克服', ' ', '(', ' ', '貪婪', ' ', '/', ' ', '恐懼', ' ', ')', ' ', '能', '無所謂', '的', '投資', '，', '才', '是', '真正', '的', '投資', '，', '任何', '人', '的', '分析', '都', '只', '能是', '參考', '，', '說', '直白', '點', '也', '就是', '猜', '，', '是', '人', '都', '學', '的', '會', '，', '就是', '這樣', '簡單', '。']"
1698774509677_F0DCU,2023-10-31,在923申購的時候就先買了6張哈哈,1.0,64343,"['在', '923', '申購', '的', '時候', '就', '先', '買', '了', '6', '張', '哈哈']"
1692337682262_PTT02R,2023-08-18,"唉，明知道當沖賺不了什麼錢，

但就是手賤，今天又進場了。

還好運氣不錯，今天的便當錢有了。

但明天的便當錢在哪裏？

很想戒掉，但沒有一技之長的我還能做什麼呢？

去學炸雞排？
https://imgur.com/a/1oeRmDY


--
",1.0,146733,"['唉', '，', '明', '知道', '當', '沖', '賺不了', '什麼', '錢', '，', ' ', ' ', '但', '就是', '手賤', '，', '今天', '又', '進場', '了', '。', ' ', ' ', '還好', '運氣', '不錯', '，', '今天', '的', '便當', '錢', '有', '了', '。', ' ', ' ', '但', '明天', '的', '便當', '錢', '在', '哪裏', '？', ' ', ' ', '很', '想', '戒掉', '，', '但', '沒有', '一', '技', '之', '長', '的', '我', '還', '能', '做', '什麼', '呢', '？', ' ', ' ', '去', '學', '炸', '雞排', '？', ' ', 'https', ':', '/', '/', 'imgur.com', '/', 'a/1oeRmDY', '   ', '--']"
1697504824244_mobileM,2023-10-17,嗯，看了這影片。。。  我只感覺，柯會打電話給他妹，跟她說：不懂可不可以別亂講。。。,-1.0,127279,"['嗯', '，', '看', '了', '這', '影片', '。', '。', '。', ' ', ' ', '我', '只', '感覺', '，', '柯', '會', '打電話', '給', '他', '妹', '，', '跟', '她', '說', '：', '不', '懂', '可', '不可以', '別', '亂', '講', '。', '。', '。']"
1698735744792_mobileM,2023-10-31,可惜，查了一下，目前看來問題果然出在債的利息上面。下圖是利息支出。 這應該也是最近股價頻頻創新低的原因吧。 目前公司一年收入約37億，EBITDA 是32億，配息支出約21億。如果未來利息支出漲到一季2億，一年8億，感覺算起來，配息應該還是安全的才對。如果一季增加到2.5億以上，然後估值又暴雷，那就有點危險了。如果要介入，本季財報中的利息支出很重要，要仔細研究研究。     難得寫這麼多，應該出集YT 收會員賺午餐錢的,1.0,128665,"['可惜', '，', '查', '了', '一下', '，', '目前', '看來', '問題', '果然', '出', '在', '債', '的', '利息', '上面', '。', '下', '圖', '是', '利息', '支出', '。', ' ', '這', '應該', '也', '是', '最近', '股價', '頻頻', '創新', '低', '的', '原因', '吧', '。', ' ', '目前', '公司', '一', '年', '收入', '約', '37億', '，', 'EBITDA', ' ', '是', '32億', '，', '配息', '支出', '約', '21億', '。', '如果', '未來', '利息', '支出', '漲', '到', '一', '季', '2', '億', '，', '一', '年', '8億', '，', '感覺', '算', '起來', '，', '配息', '應該', '還是', '安全', '的', '才', '對', '。', '如果', '一季', '增加', '到', '2.5', '億', '以上', '，', '然後', '估值', '又', '暴雷', '，', '那', '就', '有點', '危險', '了', '。', '如果', '要', '介入', '，', '本', '季', '財報', '中', '的', '利息', '支出', '很', '重要', '，', '要', '仔細', '研究', '研究', '。', ' ', '    ', '難得', '寫', '這麼多', '，', '應該', '出集']"
1692590148875_PTT02R,2023-08-21,"
幹嘛糾結在文字上的意思

零成本不就是想表達

購入這檔股票後領取的股利總額

足以讓自己在任何的價位賣出

這筆投資都不會因此賠錢

爽賣股票就賣股票

只是差在賺多賺少而已

--
",1.0,146797,"['幹嘛', '糾結', '在', '文字', '上', '的', '意思', ' ', ' ', '零成本', '不', '就是', '想', '表達', ' ', ' ', '購入', '這', '檔', '股票', '後', '領取', '的', '股利', '總額', ' ', ' ', '足以', '讓', '自己', '在', '任何', '的', '價位', '賣出', ' ', ' ', '這', '筆', '投資', '都', '不會', '因此', '賠錢', ' ', ' 爽', '賣', '股票', '就', '賣', '股票', ' ', ' ', '只是', '差', '在', '賺', '多', '賺', '少', '而已', ' ', ' ', '--']"
1692581080813_mobileR,2023-08-21,公司債目前5.5%以上。,1.0,124428,"['公司', '債', '目前', '5.5', '%', '以上', '。']"
1695259762568_F02_dcard_C,2023-09-21,請問ETF賣出後是會自動入帳嗎🥹,1.0,60240,"['請問', 'ETF', '賣出', '後', '是', '會', '自動', '入帳', '嗎', '\U0001f979']"
1697258352720_F0DCU,2023-10-13,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,-1.0,62725,"['已經', '刪除', '的', '內容', '就', '像', ' ', 'Dcard', ' ', '一樣', '，', '錯過', '是', '無法', '再', '相見', '的', '！']"
1698412506108_F0DCU,2023-10-27,版主是不是死人了啊,1.0,63668,"['版主', '是', '不', '是', '死人', '了', '啊']"
1698852874293_mobileR,2023-11-01,都被撈走了…每個都吃得豬腦肥腸,1.0,129230,"['都', '被', '撈走', '了', '…', '每', '個', '都', '吃', '得', '豬腦', '肥腸']"
1692407662549_F0DCU,2023-08-18,B1 博X,1.0,59592,"['B1 博', 'X']"
1699240276202_mobileR,2023-11-06,哇 你好認真喔,1.0,129882,"['哇', ' ', '你', '好', '認真', '喔']"
1695310819860_mobileR,2023-09-21,玻璃 應是用康寧的 0膨脹 係數,1.0,125024,"['玻璃', ' ', '應', '是', '用', '康寧', '的', ' ', '0', '膨脹', ' ', '係數']"
1698989745923_F0DCU,2023-11-03,不好意思，借個版，祝您交易愉快順利!,1.0,65684,"['不好意思', '，', '借', '個', '版', '，', '祝', '您', '交易', '愉快', '順利', '!']"
