id,post_time,content,rise,post_id,segmented_content
1686284681699_mobileM,2023-06-09,感覺原本應該也不是他的意思 只是同意買而已 是說原po這樣權證是做多久,1.0,117707,"['感覺', '原本', '應該', '也', '不', '是', '他', '的', '意思', ' ', '只是', '同意', '買', '而已', ' ', '是', '說', '原', 'po', '這樣', '權證', '是', '做', '多久']"
1690228421204_F0DCU,2023-07-25,"一樣有機殼  一樣有散熱
鴻準跟爸爸鴻海一樣趴在地上爛
🫠",-1.0,48634,"['一樣', '有', '機殼', ' ', ' ', '一樣', '有', '散熱', ' 鴻準', '跟', '爸爸', '鴻海', '一樣', '趴', '在', '地上', '爛', ' ', '\U0001fae0']"
1686360433156_F0DCU,2023-06-09,想請問勁大大，當初長榮估值150是怎麼算出來的呢，小弟前前後後將您的四篇文章看了近十遍仍然不得其法，請勁大大為小弟我指點一下迷津🙏,1.0,44996,"['想', '請', '問', '勁', '大大', '，', '當初', '長榮', '估值', '150', '是', '怎麼', '算出來', '的', '呢', '，', '小弟', '前', '前', '後', '後', '將', '您', '的', '四', '篇', '文章', '看', '了', '近', '十', '遍', '仍然', '不得其法', '，', '請', '勁', '大大', '為', '小弟', '我', '指點', '一下', '迷津', '🙏']"
1691020529984_F0DCU,2023-08-02,畫到沒命,-1.0,54886,"['畫到', '沒命']"
1692016106573_F0DCU,2023-08-14,偽超導吧,1.0,56698,"['偽', '超導', '吧']"
1692126917367_F0DCU,2023-08-16,請問研揚看好明年嗎,1.0,57544,"['請問', '研揚', '看好', '明年', '嗎']"
1692228132426_F0DCU,2023-08-16,到底要發幾篇長榮 每次看到長榮點進去又是你,1.0,57917,"['到底', '要', '發', '幾', '篇', '長榮', ' ', '每', '次', '看到', '長榮點', '進去', '又', '是', '你']"
1690562291592_F0DCU,2023-07-28,"股利都不看清楚
拜託你退出市場吧",-1.0,51444,"['股利', '都', '不', '看', '清楚', ' ', '拜託', '你', '退出', '市場', '吧']"
1690521907593_F0DCU,2023-07-28,可以跟大大的單嗎？,-1.0,51310,"['可以', '跟', '大大', '的', '單', '嗎', '？']"
1690232590274_F0DCU,2023-07-24,"沒人知道最高點最低點，有賺就好
除非妳的本錢大到會為了那個後漲幅度覺得很嘔
不過.....本錢大，似乎也不太會在意那點差距XD",-1.0,48597,"['沒', '人', '知道', '最', '高點', '最', '低點', '，', '有', '賺', '就', '好', ' ', '除非', '妳', '的', '本', '錢', '大', '到', '會', '為了', '那', '個', '後', '漲', '幅度', '覺得', '很', '嘔', ' ', '不過', '.....', '本', '錢', '大', '，', '似乎', '也', '不太', '會', '在意', '那', '點', '差距', 'XD']"
1695643656934_PTT02R,2023-09-25,"大家好…因為看新聞說可能利率到頂
當時把一些虧損部位全轉成20年美債
想說利差債息兩頭賺 直接不只把虧的補回來還可以倒賺一波

結果賣掉的部位後來繼續彈升
雖然這陣子回檔還比我賣的價位高…..
反觀美債部位 又往下跌快10% 真的很崩潰

請問這個時間點到底該怎麼辦…覺得好心痛
",1.0,147057,"['大家', '好', '…', '因為', '看', '新聞', '說', '可能', '利率', '到', '頂 ', '當時', '把', '一些', '虧損', '部位', '全', '轉成', '20', '年', '美債', ' ', '想', '說', '利差', '債息', '兩', '頭', '賺', ' ', '直接', '不只', '把', '虧', '的', '補', '回來', '還', '可以', '倒', '賺', '一', '波', ' ', ' ', '結果', '賣掉', '的', '部位', '後來', '繼續', '彈升', ' ', '雖然', '這', '陣子', '回檔', '還', '比', '我', '賣', '的', '價位', '高', '…..', ' ', '反觀', '美債', '部位', ' ', '又', '往', '下跌', '快', '10', '%', ' ', '真的', '很', '崩潰', ' ', ' ', '請', '問', '這', '個', '時間', '點', '到底', '該', '怎麼', '辦', '…', '覺得', '好心痛']"
1690482911256_F0DCU,2023-07-27,我在華紙賺了不少,-1.0,50735,"['我', '在', '華紙', '賺', '了', '不少']"
1690414044233_mobileM,2023-07-27,投資要獲利不見得需要多麽高超的技術， 而是投資者的性格，個性決定命運。  一般散戶投資人最容易獲利的方式是， 定期定額投資指數型或是高股息ETF， 不斷的定期定額，股息再投入， 持續個 5-10年，獲利一倍到幾倍，不是什麼難事， 持續個20年，資產就能累積到上千萬、上億，財富自由。  很多理財的書、YouTube 都有講解這樣的概念， 只是知道的人多，願意執行的人少， 大多所謂的「高手」只是默默的在執行而已。 投資的訣竅就是， 定期定額以降低投資風險， 複利滾存讓獲利指數型成長， 就這麼簡單兩句話而已。,-1.0,120429,"['投資', '要', '獲利', '不見得', '需要', '多', '麽', '高超', '的', '技術', '，', ' ', '而是', '投資', '者', '的', '性格', '，', '個性', '決定', '命運', '。', ' ', ' ', '一般', '散戶', '投資人', '最', '容易', '獲利', '的', '方式', '是', '，', ' ', '定期', '定額', '投資', '指數型', '或', '是', '高', '股息', 'ETF', '，', ' ', '不斷', '的', '定期', '定額', '，', '股息', '再', '投入', '，', ' ', '持續', '個', ' ', '5', '-', '10', '年', '，', '獲利', '一', '倍', '到', '幾', '倍', '，', '不', '是', '什麼', '難事', '，', ' ', '持續', '個', '20', '年', '，', '資產', '就', '能', '累積到', '上千萬', '、', '上億', '，', '財富', '自由', '。', ' ', ' ', '很多', '理財', '的', '書', '、', 'YouTube', ' ', '都', '有', '講解', '這樣', '的', '概念', '，', ' ', '只是', '知道', '的', '人', '多', '，', '願意', '執行', '的', '人', '少', '，', ' ', '大多', '所謂', '的', '「', '高手', '」', '只是', '默默', '的']"
1686320788690_mobileR,2023-06-09,現在是不是想空多少都有就怕你不敢空,1.0,117880,"['現在', '是', '不', '是', '想', '空', '多少', '都', '有', '就', '怕', '你', '不', '敢', '空']"
1692356222065_PTT02R,2023-08-18,"───────────────────────────────────────

如題

小弟最近在完整AI半導體產業鏈倉位

主要買了幾隻股票


持股多寡依序


NVDA AI顯卡一哥

AMD  AI顯卡第二位

MSFT OpenAI爸爸

SNPS  新思 豬屎EDA Design首席

CDNS 益華 EDA第二名

AAPL 蘋果 雖然不知道AI在哪


但總覺應該快有

想知道還有哪一些股是沒有選到的？

Meta的羊駝感覺很猛

但是收益好像暫時都跟他的AI發展無關


Arista Network是做SDN交換器的

好像也是AI基礎建設


有想過買AI 資安相關的

例如Cloudflare防LLM爬蟲但好像

還沒那麼快時間點

不知道大大還有什麼

美股AI半導體概念推薦

--
",1.0,146761,"['─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '─', '  ', '如題', ' ', ' ', '小弟', '最近', '在', '完整', 'AI', '半導體', '產業', '鏈', '倉位', ' ', ' ', '主要', '買', '了', '幾', '隻', '股票', ' ', '  ', '持股', '多寡', '依', '序   NVDA AI', '顯卡', '一', '哥', '  AMD  AI', '顯卡', '第二', '位', '  MSFT OpenAI', '爸爸', '  SNPS', '  新思', ' ', '豬屎', 'EDA Design', '首席', '  CDNS 益華 ', 'EDA', '第二', '名', '  AAPL', ' ', '蘋果', ' ', '雖然', '不', '知道', 'AI', '在', '哪   ', '但', '總', '覺', '應該', '快', '有', '  ', '想', '知道', '還']"
1692088675095_mobileM,2023-08-15,智主投推的都滿穩健的，你可以先做風險評估測試， 後續再看看挑哪種標的比較適合你,1.0,123070,"['智', '主投', '推', '的', '都', '滿穩健', '的', '，', '你', '可以', '先', '做', '風險', '評估', '測試', '，', ' ', '後續', '再', '看看', '挑', '哪', '種', '標的', '比較', '適合', '你']"
1686611915180_F0DCU,2023-06-12,Cccccccccc,1.0,46018,['Cccccccccc']
1692228588944_F0DCU,2023-08-16,AI 玩ㄧ下礤,1.0,57852,"['AI', ' ', '玩', 'ㄧ', '下', '礤']"
1690287125707_mobileR,2023-07-25,仁寶這個假AI。肉鬆與偽創雖然沒搶到高階H100，但他們至少有二成的伺服器的市佔。,-1.0,120075,"['仁寶', '這', '個', '假', 'AI', '。', '肉鬆', '與', '偽創', '雖然', '沒', '搶到', '高階', 'H', '100', '，', '但', '他們', '至少', '有', '二成', '的', '伺服器', '的', '市佔', '。']"
1689262377673_F0DCU,2023-07-13,"每次股市牛市的月經文，當初鋼鐵俠航海王一堆少年股王也是這麼說😂
你可以繼續沖如果持續三年五年都沒有任何問題且持續獲利那你就可以繼續加油你有天份，我入股市六年了當初跟我一起入市場的朋友們沒有一個碰當沖了根本沖不贏大戶一個失誤就吐回去，而且很累.....",1.0,47574,"['每', '次', '股市', '牛市', '的', '月', '經文', '，', '當初', '鋼鐵俠', '航海王', '一', '堆', '少年', '股王', '也', '是', '這麼', '說', '😂', ' ', '你', '可以', '繼續', '沖', '如果', '持續', '三', '年', '五', '年', '都', '沒有', '任何', '問題', '且', '持續', '獲利', '那', '你', '就', '可以', '繼續', '加油', '你', '有', '天份', '，', '我', '入', '股市', '六', '年', '了', '當初', '跟', '我', '一起', '入', '市場', '的', '朋友', '們', '沒有', '一', '個', '碰', '當', '沖', '了', '根本', '沖', '不', '贏', '大戶', '一', '個', '失誤', '就', '吐回去', '，', '而且', '很', '累', '.....']"
1692321441014_F0DCU,2023-08-17,"長榮航目標價45明明就是群益投信開的
發文前也不先查證",1.0,58772,"['長榮', '航目標價', '45', '明明', '就', '是', '群益', '投信', '開', '的', ' ', '發文', '前', '也', '不先', '查證']"
1692322414341_F0DCU,2023-08-17,打底，下半年會噴,1.0,58821,"['打底', '，', '下半年', '會', '噴']"
1690983216658_F0DCU,2023-08-02,"當初61一張
兩週前剛下車
謝緯哥賜小女子不愁吃穿",-1.0,55229,"['當初', '61一', '張', ' ', '兩', '週', '前', '剛', '下車', ' ', '謝緯哥', '賜', '小', '女子', '不愁', '吃', '穿']"
1692315646023_F0DCU,2023-08-17,台股不看財報只看趨勢,1.0,58941,"['台股', '不', '看', '財報', '只', '看', '趨勢']"
1695345541004_mobileR,2023-09-22,枱面上的是大家都知道的，跌的原因恐怕是大家不知道的,1.0,125111,"['枱面', '上', '的', '是', '大家', '都', '知道', '的', '，', '跌', '的', '原因', '恐怕', '是', '大家', '不', '知道', '的']"
1690792501936_F02_dcard_C,2023-07-31,7/28以567收盤，今天一早很氣派的以575開紅盤，結果竟然收盤無力 比前一日少2點，盤中還一度降到560點，股市真像選舉民調啊！,-1.0,52195,"['7', '/', '28', '以', '567', '收盤', '，', '今天', '一早', '很', '氣派', '的', '以', '575', '開', '紅盤', '，', '結果', '竟然', '收盤', '無力', ' ', '比', '前', '一', '日', '少', '2', '點', '，', '盤', '中', '還', '一', '度', '降到', '560', '點', '，', '股市', '真像', '選舉', '民調', '啊', '！']"
1690158734807_F0DCU,2023-07-24,"調整一下心態。先參考這邊✅

⚠️投資股票需要走多少彎路才能變直路⁉️
https://www.dcard.tw/f/persona_mentor_william/p/244584440?cid=FC792CE5-8357-492E-941F-7A7B2C73E189",-1.0,48082,"['調整', '一下', '心態', '。', '先', '參考', '這邊', '✅', '  ⚠️', '投資', '股票', '需要', '走', '多少', '彎路', '才', '能', '變', '直路', '⁉', '️ https://www.dcard.tw/f/persona_mentor_william/p/244584440?cid=FC792CE5-8357-492E', '-', '941F-7A7B2C73E189']"
1695790225397_mobileM,2023-09-27,總統大選都快到了，民進黨還不叫國安基金每天大買，是不要選票嗎？,1.0,126320,"['總統', '大選', '都', '快', '到', '了', '，', '民進黨', '還', '不', '叫', '國安', '基金', '每', '天', '大', '買', '，', '是', '不要', '選票', '嗎', '？']"
1690929167386_F0DCU,2023-08-01,因為要割韭菜了啊,-1.0,53829,"['因為', '要', '割', '韭菜', '了', '啊']"
1692272871779_F0DCU,2023-08-17,"https://megapx-assets.dcard.tw/images/cb94a34f-c848-4f84-9992-007e5be5e021/640.jpeg
 我是你的10倍 這樣有安慰到你嗎",1.0,58614,"['https', ':', '/', '/megapx-assets.dcard.tw/images/cb94a34f-c848-4f84-9992-007e5be5e021/640.jpeg', ' ', ' ', '我', '是', '你', '的', '10', '倍', ' ', '這樣', '有', '安慰到', '你', '嗎']"
1690227487624_F0DCU,2023-07-24,想問一下這是哪一個app,-1.0,48323,"['想', '問', '一下', '這', '是', '哪', '一', '個', 'app']"
1690262415261_mobileR,2023-07-25,再來一趟，+200買葡萄賭一下,-1.0,119975,"['再', '來', '一', '趟', '，', '+', '200', '買', '葡萄', '賭', '一下']"
1692358458703_F02_dcard_C,2023-08-18,開：24.1，上午9點多一路乘勝追擊漲到24.45，正當我下24.5的賣單時，又冷不防來個下墜球，最後以23.65收盤，這一來一往就是0.8元，以一張來說 就是800元的價差,1.0,59601,"['開', '：', '24.1', '，', '上午', '9', '點', '多', '一路', '乘勝', '追擊', '漲', '到', '24.45', '，', '正', '當', '我', '下', '24.5', '的', '賣單', '時', '，', '又', '冷', '不防', '來', '個', '下', '墜球', '，', '最後', '以', '23.65', '收盤', '，', '這', '一', '來', '一往', '就是', '0.8', '元', '，', '以', '一', '張', '來', '說', ' ', '就是', '800', '元', '的', '價差']"
1686148244042_mobileM,2023-06-07,DanielWangSA 新新人 說：据我所知金豐禾......  mobile 01說：2018年提問的  部分內容是  28萬買米，這個米很高級 重點內容為 皆由其家屬自由意願與廠商簽約，有關簽約內容與本公司無涉。  所以是什麼。,1.0,117295,"['DanielWangSA', ' ', '新新人', ' ', '說', '：', '据', '我', '所', '知', '金豐禾', '......', '  mobile', ' ', '01', '說', '：', '2018年', '提問', '的', ' ', ' ', '部分', '內容', '是', ' ', ' ', '28萬', '買', '米', '，', '這', '個', '米', '很', '高級', ' ', '重點', '內容', '為', ' ', '皆', '由', '其', '家屬', '自由', '意願', '與', '廠商', '簽約', '，', '有', '關', '簽約', '內容', '與', '本', '公司', '無涉', '。', ' ', ' ', '所以', '是', '什麼', '。']"
1691986928189_mobileR,2023-08-14,永豐有嗎？還是被流彈波及？,1.0,122375,"['永豐', '有', '嗎', '？', '還是', '被', '流彈', '波及', '？']"
1690893855211_mobileM,2023-08-01,租房好處是可以任選學區 我大的升高中小的升國中 趕緊搬家..照著本州學測成績挑一個我上班通勤方便的搬 剛好就是隔壁TOWN 住到我大的都大三我才買CONDO 租房還故意挑可以搭校車的距離 太近不讓搭   買買是剛好遇上惡房客 樓上半夜會抽麻亂跳 樓下是抽菸抽到從縫中飄上來 我這個公寓還是水泥塊 剛好遇上現在住的前屋主賣房 2013年..再過幾個月就住了10年  XD也5年多沒工作 小孩最花錢的時間都熬過去..哈哈哈 算一下2個小孩唸完私大 我自己付了約9萬一個人4.5萬 算是很便宜,-1.0,121602,"['租房', '好處', '是', '可以', '任選', '學區', ' ', '我', '大', '的', '升高', '中小', '的', '升國中', ' ', '趕緊', '搬家', '..', '照', '著', '本州', '學測', '成績', '挑', '一', '個', '我', '上班', '通勤', '方便', '的', '搬', ' ', '剛好', '就是', '隔壁', 'TOWN', ' ', '住', '到', '我', '大', '的', '都', '大三', '我', '才', '買', 'CONDO', ' ', '租房', '還', '故意', '挑', '可以', '搭', '校車', '的', '距離', ' ', '太', '近', '不', '讓', '搭', ' ', ' ', ' ', '買買', '是', '剛好', '遇上', '惡', '房客', ' ', '樓', '上', '半', '夜', '會', '抽麻亂跳', ' ', '樓下', '是', '抽菸', '抽到', '從縫', '中', '飄上來', ' ', '我', '這', '個', '公寓', '還是', '水泥塊', ' ', '剛好', '遇上', '現在', '住', '的', '前', '屋主', '賣房', ' ', '2013年', '.', '.', '再', '過', '幾', '個', '月', '就', '住', '了', '10', '年', ' ', ' ', 'XD', '也', '5', '年', '多', '沒', '工作', ' ', '小孩', '最', '花錢', '的', '時間']"
1690837756515_F0DCU,2023-07-31,台股日常啊，習慣就好，看不開心就關App，設好停損果斷出場，沒破就等待,-1.0,52118,"['台股', '日常', '啊', '，', '習慣', '就', '好', '，', '看', '不', '開心', '就', '關', 'App', '，', '設', '好', '停損', '果斷', '出場', '，', '沒', '破', '就', '等待']"
1690376442890_mobileR,2023-07-26,玉山金的企業識別顏色也是綠色，跟01的版面色一樣。[笑到噴淚],-1.0,120375,"['玉山金', '的', '企業', '識別', '顏色', '也', '是', '綠色', '，', '跟', '01', '的', '版', '面色', '一樣', '。', '[', '笑到', '噴淚', ']']"
1689289462332_F0DCU,2023-07-13,左手買進右手做空,1.0,47955,"['左手', '買進', '右手', '做', '空']"
1695847959300_F0DCU,2023-09-27,"我只能說聲加油
小心那些機掰券商",1.0,61788,"['我', '只', '能', '說', '聲', '加油', ' ', '小心', '那些', '機掰券商']"
1692135441611_F0DCU,2023-08-15,宏達電現在二十年超低點，建議考慮,1.0,57266,"['宏達電', '現在', '二十', '年', '超低點', '，', '建議', '考慮']"
1689219838031_PTT02R,2023-07-13,"-------------------------------發文提醒----------------------------------
1.發文前請先詳閱[新聞]分類發文規範，未依規範發文將受處份。
2.連結過長請善用 https://bit.ly/ 等縮網址服務，連結不能點擊者板規1-2-2處份。
3.心得/評論請盡量充實，心得過短或濫竽充數將以板規 1-2-3、4-4 水桶處份。
4.發文請依照格式文章標明段落，不符合格式者依4-1刪文處分。
------------------------ 按ctrl+y 可刪除以上內容。 ----------------------

原文標題：

「周杰倫概念股」巨星傳奇掛牌首日漲48％　抽中每手賺逾4000元


原文連結：

https://finance.ettoday.net/news/2539187?redirect=1


發布時間：

2023-07-13 11:29


記者署名：

廖婕妤


原文內容：

「周杰倫概念股」巨星傳奇掛牌首日漲48％　抽中每手賺逾4000元

ETTODAY

2023-07-13 11:29

記者廖婕妤／台北報導

被譽為「周杰倫概念股」的巨星傳奇（06683）今（13）日在港交所掛牌上市，首日以
5.75港元開出，比招股價4.25港元高出35.3％，隨後攀至最高6.3港元，漲逾48％。巨星
傳奇共接獲近9000份有效申請，一手中籤率約30％，以每手500股計算，中一手約賺1025
港元（約新台幣4075元）。

巨星傳奇12日在港交所發布公告，發行約1.27億股份，發售價為4.25港元（約新台幣17元
），全球發售款項為2.45億港元（約新台幣9.74億元），在香港發售股份最終數目為
1266.4萬股，占發售股份總數10％，獲約12.99倍認購；國際發售股份最終數目為1.14億
股，占發售股份總數約90％，獲約1.15倍認購。

巨星傳奇是中國的一家新零售運營商，成立於2017年，透過創建及營運多元化的獨有明星
IP矩陣，賦能低碳水化合物健康管理產品銷售，會被稱為「周杰倫概念股」，是因為公司
共同創辦人之一為周杰倫的母親葉惠美，以及周杰倫所屬經紀公司「杰威爾」負責人楊峻
榮，2人對巨星傳奇持股約27.6％，而長期跟周杰倫合作的作詞人方文山則是首席文化官
。

https://finance.ettoday.net/news/2539187?redirect=1

心得/評論：

周董，yyds永遠滴神

想問一下台股有沒有周杰倫概念股？

有曾因周董而大漲的嗎？

還是台股這部分比較不明顯


--
",1.0,145468,"['-------------------------------', '發文', '提醒', '----------------------------------', ' ', '1', '.', '發文', '前', '請', '先', '詳閱', '[', '新聞', ']', '分類', '發文', '規範', '，', '未', '依', '規範', '發文', '將', '受', '處份', '。', ' ', '2', '.', '連結', '過長', '請', '善用', ' ', 'https', ':', '/', '/', 'bit.ly', '/', ' 等', '縮', '網址', '服務', '，', '連結', '不', '能', '點擊', '者', '板規', '1', '-', '2', '-', '2', '處份', '。', ' ', '3', '.', '心得', '/', '評論', '請', '盡量', '充實', '，', '心得過短', '或', '濫竽', '充數', '將', '以', '板規', ' ', '1', '-', '2', '-', '3', '、', '4', '-', '4', ' ', '水桶', '處份', '。', ' ', '4', '.', '發文']"
1686170811528_F0DCU,2023-06-07,發現原po只愛空強勢股 而且是很強勢的那種 難怪常常被嘎爛,1.0,43868,"['發現', '原', 'po', '只', '愛', '空', '強勢', '股', ' ', '而且', '是', '很', '強勢', '的', '那', '種', ' ', '難怪', '常常', '被', '嘎爛']"
1690782329932_mobileM,2023-07-31,AI就只有2~3%營業額 成長50%就多1% 下滑+10%-1%=還是下滑9%  二十億訂單~代工只賺10%大概多兩億利潤 台股漲兩千多億 不泡沫才有鬼  PS:就大陸被封鎖前大買AI卡~下季就沒有單~,-1.0,121077,"['AI', '就', '只有', '2', '~', '3', '%', '營業額', ' ', '成長', '50', '%', '就', '多', '1', '%', ' ', '下滑', '+', '10', '%', '-', '1', '%', '=', '還是', '下滑', '9', '%', ' ', ' ', '二十億', '訂單', '~', '代工', '只', '賺', '10', '%', '大概', '多', '兩億', '利潤', ' ', '台股', '漲', '兩千多億', ' ', '不', '泡沫', '才', '有', '鬼', ' ', ' ', 'PS', ':', '就', '大陸', '被', '封鎖', '前', '大', '買', 'AI', '卡', '~', '下季', '就', '沒有', '單', '~']"
1690294308822_mobileM,2023-07-25,房價180萬漲到200萬，還是賠錢？  房價180萬，0首付，借你頭期款房價30%54萬，變成貸款234萬。  房價180萬漲到200萬，還是賠錢？  但如果54萬是自己出，房價180萬漲到200萬，變成賺錢。  這中間差別是在哪？  一時想不到為何會這樣。,-1.0,120141,"['房價', '180萬', '漲', '到', '200萬', '，', '還是', '賠錢', '？', ' ', ' ', '房價', '180萬', '，', '0', '首', '付', '，', '借', '你', '頭', '期款', '房價', '30', '%', '54萬', '，', '變成', '貸款', '234萬', '。', ' ', ' ', '房價', '180萬', '漲', '到', '200萬', '，', '還是', '賠錢', '？', ' ', ' ', '但', '如果', '54萬', '是', '自己', '出', '，', '房價', '180萬', '漲', '到', '200萬', '，', '變成', '賺錢', '。', ' ', ' ', '這', '中間', '差別', '是', '在', '哪', '？', ' ', ' ', '一時', '想', '不', '到', '為何', '會', '這樣', '。']"
1692322023334_mobileR,2023-08-18,好像很可以！！,1.0,124037,"['好像', '很', '可以', '！', '！']"
1695713757694_F0DCU,2023-09-25,基本上明天不是漲就是跌，也有可能平盤不漲不跌,1.0,61226,"['基本', '上', '明天', '不', '是', '漲', '就', '是', '跌', '，', '也', '有', '可能', '平盤', '不', '漲', '不', '跌']"
1690310508599_F0DCU,2023-07-25,Ccccc！好羨慕,-1.0,49073,"['Ccccc', '！', '好', '羨慕']"
1691975891722_mobileR,2023-08-14,台指期,1.0,122356,"['台', '指期']"
