id,post_time,content,rise,post_id,segmented_content
1665734043909_mobileM,2022-10-14,生產線上的產品又不是你一個人的產出。所有線上作業員全加起來? 還有工程師，設計師勒，還需要原料，機械耗損，資金利息等一堆，當然遠超過做業員的薪水。 前面有人說了，GDP 就像營業總額，但薪水(收入)是淨賺的。營業總額還要扣除一堆成本和支出，剩下的才是賺的。而且 GDP 是可以被創造出來的，最簡單的例子就是前面(25樓)貼的兩坨狗屎GDP 。,-1.0,90633,"['生產', '線', '上', '的', '產品', '又', '不', '是', '你', '一', '個', '人', '的', '產出', '。', '所有', '線', '上', '作業員', '全', '加', '起來', '?', ' ', '還', '有', '工程師', '，', '設計師', '勒', '，', '還', '需要', '原料', '，', '機械', '耗損', '，', '資金', '利息', '等', '一', '堆', '，', '當然', '遠', '超過', '做業員', '的', '薪水', '。', ' ', '前面', '有', '人', '說', '了', '，', 'GDP', ' ', '就', '像', '營業', '總額', '，', '但', '薪水', '(', '收入', ')', '是', '淨', '賺', '的', '。', '營業', '總額', '還', '要', '扣除', '一', '堆', '成本', '和', '支出', '，', '剩下', '的', '才', '是', '賺', '的', '。', '而且', ' ', 'GDP', ' ', '是', '可以', '被', '創造出來', '的', '，', '最', '簡單', '的', '例子', '就是', '前面', '(', '25樓', ')', '貼', '的', '兩', '坨', '狗屎', 'GDP', ' ', '。']"
1667188907243_mobileR,2022-10-31,商譽現在攤銷，等於過去浮報，一樣結果，會計學借貸都是平衡的,1.0,94124,"['商譽', '現在', '攤銷', '，', '等於', '過去', '浮報', '，', '一樣', '結果', '，', '會計學', '借貸', '都', '是', '平衡', '的']"
1664809002127_mobileM,2022-10-03,無盡式...,-1.0,85646,"['無盡', '式', '...']"
1665259803073_F0DCU,2022-10-04,"不知道是不是文字沒有溫度，但是單看真的⋯會讓人不開心☹️
別氣別氣，如果該帳戶還是想用的話，我覺得可以直接打去分公司說你要換營業員，看看他們怎麼處理；或者不動聲色的直接換券商就好，反正跟他吵也浪費時間🥲
https://i.imgur.com/iOXwbbS.jpg
不免俗還是要替自己宣傳一下，如果想來永豐金證券可以找我哦～",-1.0,25134,"['不', '知道', '是', '不', '是', '文字', '沒有', '溫度', '，', '但是', '單', '看', '真的', '⋯', '會', '讓', '人', '不', '開心', '☹️ ', '別氣別氣', '，', '如果', '該', '帳戶', '還是', '想', '用', '的', '話', '，', '我', '覺得', '可以', '直接', '打去', '分公司', '說', '你', '要', '換', '營業員', '，', '看看', '他們', '怎麼', '處理', '；', '或者', '不', '動聲色', '的', '直接', '換', '券商', '就', '好', '，', '反正', '跟', '他', '吵', '也', '浪費', '時間', '🥲 ', 'https', ':', '/', '/', 'i.imgur.com', '/iOXwbbS.jpg', ' ', '不免', '俗', '還是', '要', '替', '自己', '宣傳', '一下', '，', '如果', '想來', '永豐金', '證券', '可以', '找', '我', '哦', '～']"
1663221353002_PTT02R,2022-09-15,"原文標題：
台積電開低走高 除息首日順利填息完封


原文連結：
https://news.cnyes.com/news/id/4955060?exp=a


發布時間：
2022/09/15 11:58


記者署名：
鉅亨網記者林薏茹 台北


原文內容：

晶圓代工龍頭台積電 (2330-TW)(TSM-US) 今 (15) 日展開除息大秀，

除息參考價為 477.5 元，早盤受盤勢不佳影響，加上外資由買轉賣，面臨貼息窘境，

盤中緩步翻紅並衝上 480 元，填息完封。

觀察台積電改採季配息以來，共 13 次除息皆順利完成填息，包括此次在內，

其中 9 次僅 1 天就快速填息，填息最長時間為 15 個交易日。

受美國 CPI 數據超預期衝擊，美股周二 (13 日) 狂瀉千點，

台股昨 (14) 日也上演資金大逃殺，

台積電除息前夕遭外資中止連二買、轉賣超逾 1 萬張。

過去台積電除息前，外資多積極卡位押寶填息行情，

但今年以來受俄烏戰爭、通膨等因素影響，外資籌碼鬆動，

台積電也因此遭大舉提款。

心得/評論：

所以說呢 買股票還是要挑台積電這種

基本面良好 除息填息穩定 資金不是只有外資的股票吧

一天就填息  買了就好安心

只是接下來該何去何從呢

--
",-1.0,138626,"['原文', '標題', '：', ' ', '台積電', '開低', '走高', ' ', '除息', '首日', '順利', '填息', '完封', ' ', ' ', ' ', '原文', '連結', '：', ' ', 'https://news.cnyes.com/news/id/4955060?exp=a', '   ', '發布', '時間', '：', ' ', '2022', '/', '09', '/', '15', ' ', '11', ':', '58', '   ', '記者', '署名', '：', ' 鉅亨網', '記者', '林薏茹', ' ', '台北', '   ', '原文', '內容', '：', '  晶圓', '代工', '龍頭', '台積電', ' ', '(', '2330', '-TW', ')', '(', 'TSM-US', ')', ' ', '今', ' ', '(', '15', ')', ' 日', '展開', '除息大秀', '，', '  ', '除', '息參考價', '為', ' ', '477.5', ' ', '元', '，', '早盤', '受盤勢不佳影']"
1663845080144_F0DCUNEW,2022-09-20,解封就是出貨吧,-1.0,24050,"['解封', '就', '是', '出貨', '吧']"
1659727729386_F0DCU,2022-08-05,不錯 我是中股東跟董事很好,1.0,22240,"['不錯', ' ', '我', '是', '中', '股東', '跟', '董事', '很', '好']"
1659943516234_F01,2022-08-08,<BR>投資人做好服務自己，一切就平安了共勉之,1.0,83775,"['<', 'BR', '>', '投資人', '做好', '服務', '自己', '，', '一切', '就', '平安', '了', '共勉', '之']"
1660088830641_F0DCUNEW,2022-07-13,"我就問你一句
他後面公開操作明細時
如果被發現政府帶頭做空
他會被罵多慘
況且前面一堆投信自營跑進去套
還在國安基金做空..？？？
護盤為主 賺錢不是他的目的
不要在腦補了拜託！",1.0,20638,"['我', '就', '問', '你', '一', '句', ' ', '他', '後面', '公開', '操作', '明細', '時', ' ', '如果', '被', '發現', '政府', '帶頭', '做', '空', ' ', '他', '會', '被', '罵', '多', '慘', ' ', '況且', '前面', '一', '堆', '投信', '自營', '跑進去', '套', ' ', '還', '在', '國安', '基金', '做', '空', '..', '？', '？', '？', ' ', '護盤', '為主', ' ', '賺錢', '不', '是', '他', '的', '目的', ' ', '不要', '在', '腦', '補', '了', '拜託', '！']"
1665540996184_PTT02R,2022-10-12,"今年買美股白銀兩倍etf還有台股白銀etf 剛開始大盤大跌時

  白銀逆勢上漲 本來想說市場資金接下來應該是要往黃金白銀流動

  一開始幾天也有賺頭 帳上獲利大概有一二十萬 然後慢慢的 把下跌看做回測

  慢慢地  帳上獲利

  就變成這個形狀了

  .......

  第一證券帳戶裡的

  https://ibb.co/tbqrKvs

  TD帳戶裡的

  https://ibb.co/wwz2yLb

  還有台股的白銀ETF 也虧損大概30萬 就不貼了

  全部虧損超過一百萬 本來想說全部砍掉 宣布畢業 但是又想想

  白銀能跌到哪裡去 白銀又不是一家公司 公司可以破產 下市 甚至解散

  但是白銀就是原物料 有週期性 一想到這本來哭了好幾天 鬱卒的心情 豁然開朗

  決定繼續凹 凹到贏 嘿嘿嘿 ^_________^

  我就不相信挖白銀都不需要人工 都不需要汽油這些成本 最好跌到1美元以下

  所以最後決定繼續延畢 拒絕畢業 今天看我哭哭啼啼 明日我將高歌離席歡呼收割

  繼續凹 戲棚下站久就是我的


--
",-1.0,139875,"['今年', '買', '美股', '白銀', '兩', '倍', 'etf', '還', '有', '台股白銀', 'etf', ' ', '剛', '開始', '大盤', '大跌', '時', ' ', '   ', '白銀', '逆勢', '上漲', ' ', '本來', '想', '說', '市場', '資金', '接下來', '應該', '是', '要', '往', '黃金白銀', '流動', '    一', '開始', '幾天', '也', '有', '賺', '頭', ' ', '帳', '上', '獲利', '大概', '有', '一二十萬', ' ', '然後', '慢慢', '的', ' ', '把', '下跌', '看做', '回測', ' ', '   ', '慢慢', '地', '  ', '帳', '上', '獲利', ' ', '   ', '就', '變成', '這', '個', '形狀', '了', '    ', '.......', '    ', '第一', '證券', '帳戶', '裡', '的', '    ', 'https', ':', '/', '/', 'ibb.co/tbqrKvs', '    TD', '帳戶', '裡', '的', '    ', 'https', ':', '/', '/', 'ib']"
1659036323103_F0DCUNEW,2022-07-07,均價33..  3張  🥺🥺,1.0,19666,"['均價', '33.', '.', ' ', ' ', '3', '張', ' ', ' 🥺', '🥺']"
1666950658022_mobileR,2022-10-28,怕晚上美股開盤就狂瀉一直沒補,1.0,93949,"['怕', '晚上', '美股', '開盤', '就', '狂瀉', '一直', '沒', '補']"
1666788797340_mobileM,2022-10-26,E04                E04       昨日 才說  不再亂發廢文    今日立馬 改口 自稱是神童      8K 你是否有念過書           200萬 吐完了沒,1.0,92823,"['E04', '                E04       ', '昨日', ' 才', '說', '  ', '不再', '亂發', '廢文', ' ', '   今日立馬 改口 ', '自稱', '是', '神童', '      8K', ' ', '你', '是否', '有', '念', '過', '書', ' ', '          ', '200萬', ' ', '吐完', '了', '沒']"
1657710009932_PTT02R,2022-07-13,"原文連結：
https://zshq.zuiyouliao.com/zixun/detail-3fa02ebd8859487aa6c640595faef007.html

發布時間：
2022-07-13 17:44:34

記者署名：
來源： 壹航運

原文內容：
碼頭工人勞資談判失敗潛在的罷工陰影還沒散去的美西港口今天再次傳來噩耗：洛杉磯、
長灘和奧克蘭三大港口的卡車司機要罷工搞事情了！

洛杉磯和長灘的罷工時間計劃安排在美國當地時間週三（北京時間明天凌晨），奧克蘭港
口的司機罷工暫定下週一！

而在這個罷工期間，長灘集裝箱碼頭（LBCT）部分閘口也將暫時關閉！

洛杉磯、長灘港卡車司機計劃週三罷工

心得/評論：

美西港口罷工
又要塞船了

--
",1.0,137485,"['原文', '連結', '：', ' ', 'https', ':', '/', '/zshq.zuiyouliao.com/zixun/detail-3fa02ebd8859487aa6c640595faef007.html', '  ', '發布', '時間', '：', ' ', '2022', '-', '07', '-', '13', ' ', '17', ':', '44', ':', '34', '  ', '記者', '署名', '：', ' 來源', '：', ' ', '壹', '航運', ' ', ' ', '原文', '內容', '：', ' ', '碼頭', '工人', '勞資', '談判', '失敗', '潛在', '的', '罷工', '陰影', '還', '沒', '散去', '的', '美西港口', '今天', '再次', '傳來', '噩耗', '：', '洛杉磯', '、', ' 長灘', '和', '奧克蘭三大港口', '的', '卡車', '司機', '要', '罷工', '搞', '事情', '了', '！', '  洛']"
1660106170670_F0DCUNEW,2022-07-13,"國安基金都來了不用怕~
最差也就一起睡公園
https://i.imgur.com/FBLGBn6.jpg",1.0,20723,"['國安', '基金', '都', '來', '了', '不用', '怕', '~', ' ', '最', '差', '也', '就', '一起', '睡', '公園', ' ', 'https://i.imgur.com/FBLGBn6.jpg']"
1667215300355_mobileM,2022-10-31,你要先學習基金經理人  他們的持股 分享等計算報酬 開始研究 然後 你想依賴經理人也可以 我覺得他們就是比我優秀  財富 本來就是依賴他人 建立起來的,1.0,94401,"['你', '要', '先', '學習', '基金', '經理人', '  ', '他們', '的', '持股', ' ', '分享', '等', '計算', '報酬', ' ', '開始', '研究', ' ', '然後', ' ', '你', '想', '依賴', '經理人', '也', '可以', ' ', '我', '覺得', '他們', '就是', '比', '我', '優秀', ' ', ' ', '財富', ' ', '本來', '就是', '依賴', '他人', ' ', '建立', '起來', '的']"
1659635627768_F01,2022-08-05,<BR>中國的 7nm 製程仍有不少機器、材料仍要靠海外華僑幫中國非法進口或轉口的，上個月美國才抓了個幫中國非法轉口日本富士軟片生產的先進製程專用光刻膠。,1.0,83508,"['<', 'BR', '>', '中國', '的', ' 7nm', ' ', '製程', '仍', '有', '不少', '機器', '、', '材料', '仍', '要', '靠', '海外', '華僑', '幫', '中國', '非法', '進口', '或', '轉口', '的', '，', '上', '個', '月', '美國', '才', '抓', '了', '個', '幫', '中國', '非法', '轉口', '日本', '富士', '軟片', '生產', '的', '先進', '製程', '專用', '光刻膠', '。']"
1665258733806_F0DCU,2022-10-04,台積電600元以下是老天爺給的禮物,-1.0,25247,"['台積電', '600', '元', '以下', '是', '老天爺', '給', '的', '禮物']"
1665049616634_PTT02R,2022-10-06,"我自己是覺得油價短多長空

1.      短：內憂外患油價有撐

-       內憂：雖然短期內有颶風季節跟減產壓力，但拜登政府可能會繼續釋出SPR，並觸發部
分煉油產品的出口限制（雖然說目前SPR庫存超緊繃，但期中選舉前大方釋放，選舉過了
就可以減少）。期中選舉要是選輸了也很讚，共和黨會支持傳統油商開資本支出。

-       外患：俄羅斯自戰爭後一直折價出售石油，而美元走強也進一步擠壓了俄的石油收入。
拜登為解決油價問題，便不斷請求沙烏地阿拉伯緊急增產，還跟連續殺人魔王儲MBS示好
，只得到羞辱性增產數字(增產10萬vs.減產100萬)，減產目前沒救。

2.      長：供應增需求降

-       供應：油價大增會使得美國尋思如何脫離中東控制，這也是一開始頁岩油的起點，歐洲
也因為過於依賴俄羅斯天然氣，才在近年大開綠能資本支出。為了避免依賴中東地區的石
油，歐美地區將加大產能，擴大供應。

-       需求：減產將提升通膨壓力，導致美國政府再加息，美元霸權最終導致更大的衰退風險
。

疫情前油價大概$60，美國不斷升息會讓油價走在正常化的路上。






組
油
伯
分
卡
能
遭
紛
悉
夏
國
基
%
在

--
",-1.0,139527,"['我', '自己', '是', '覺得', '油價', '短多', '長空', ' ', ' ', '1', '.', '      ', '短', '：', '內憂', '外患', '油價', '有', '撐', ' ', ' ', '-', '       ', '內憂', '：', '雖然', '短期', '內', '有', '颶風', '季節', '跟', '減產', '壓力', '，', '但', '拜登', '政府', '可能', '會', '繼續', '釋出', 'SPR', '，', '並', '觸', '發部', ' 分', '煉油', '產品', '的', '出口', '限制', '（', '雖然', '說', '目前', 'SPR', '庫存', '超', '緊繃', '，', '但', '期中', '選舉', '前', '大方', '釋放', '，', '選舉', '過', '了', ' ', '就', '可以', '減少', '）', '。', '期中', '選舉', '要是', '選', '輸', '了', '也', '很', '讚', '，', '共和黨會', '支持', '傳統', '油商', '開', '資本', '支出', '。', '  -       ', '外患', '：', '俄羅斯', '自戰爭', '後', '一直', '折價', '出售', '石油', '，', '而', '美元', '走強', '也', '進一步', '擠壓', '了']"
1665540416280_mobileM,2022-10-12,8K八千點時都不賣了 現在怎麼可能會賣   加油~ 我看好你可以直上Maserati,-1.0,88559,"['8', 'K', '八千', '點', '時', '都', '不', '賣', '了', ' ', '現在', '怎麼', '可能', '會', '賣', ' ', ' ', ' ', '加油', '~', ' ', '我', '看好', '你', '可以', '直上', 'Maserati']"
1665456292760_mobileM,2022-10-11,好好好好,-1.0,87633,"['好好', '好好']"
1657713231304_F01,2022-07-13,糖漿這回合真的出場早了點，<BR>都還沒到5年線。<BR>,1.0,81892,"['糖漿', '這', '回', '合真', '的', '出場', '早', '了', '點', '，', '<', 'BR', '>', '都', '還', '沒', '到', '5年線', '。', '<', 'BR', '>']"
1663843273682_F0DCUNEW,2022-09-20,"（144.168-6）/（1-60%）=345.42
144.168/（1-60%）=360.42

元大都用原始成本去算 讓你清楚你是否有真的賺到除權息或減資這筆錢",-1.0,23946,"['（', '144.168', '-', '6', '）', '/', '（', '1', '-', '60', '%', '）', '=', '345.42', ' ', '144.168', '/', '（', '1', '-', '60', '%', '）', '=', '360.42', ' ', ' ', '元大', '都', '用', '原始', '成本', '去', '算', ' ', '讓', '你', '清楚', '你', '是否', '有', '真的', '賺到', '除', '權息', '或', '減資', '這', '筆', '錢']"
1660129890587_F0DCU,2022-08-09,存股唯ㄧ推薦存*大盤*ETF，唯一風險只有發行商倒閉。不BUY教主看似存股，實則做價差交易，報的ETF是和券商業配，而且很多時後跟本就沒進場，或是偷賣股沒貼文和信徒說，到後期反感的人越來越多。其他達人多半都是靠賣存股軟體和訂閱，用你們的錢來當他們買股票的現金流。你們有沒有賺錢不干他們的事。,1.0,22535,"['存股', '唯ㄧ', '推薦', '存', '*', '大盤', '*', 'ETF', '，', '唯一', '風險', '只有', '發行商', '倒閉', '。', '不', 'BUY', '教主', '看似', '存股', '，', '實則', '做', '價差', '交易', '，', '報', '的', 'ETF', '是', '和', '券商業', '配', '，', '而且', '很多', '時後', '跟', '本', '就', '沒', '進場', '，', '或是', '偷', '賣', '股', '沒', '貼', '文', '和', '信徒', '說', '，', '到', '後期', '反感', '的', '人', '越來越', '多', '。', '其他', '達人', '多半', '都', '是', '靠', '賣', '存股', '軟體', '和', '訂閱', '，', '用', '你們', '的', '錢', '來', '當', '他們', '買', '股票', '的', '現金流', '。', '你們', '有沒有', '賺錢', '不', '干', '他們', '的', '事', '。']"
1663396063876_F0DCU,2022-09-15,難怪台灣那麼多詐騙，實在太多好騙的了。自稱什麼老師助理，到底哪一個有牌的分析師會自己來加你的賴，你以為你是總統,-1.0,23386,"['難怪', '台灣', '那麼多', '詐騙', '，', '實在', '太多', '好騙', '的', '了', '。', '自稱', '什麼', '老師', '助理', '，', '到底', '哪', '一', '個', '有', '牌', '的', '分析師', '會', '自己', '來', '加', '你', '的', '賴', '，', '你', '以為', '你', '是', '總統']"
1663674302430_F01,2022-09-20,你如此反覆 很快錢就被耗光了 你又要開車存錢了😁😁😁,-1.0,84673,"['你', '如此', '反覆', ' ', '很', '快', '錢', '就', '被', '耗光', '了', ' ', '你', '又', '要', '開車', '存錢', '了', '😁', '😁', '😁']"
1665564107521_mobileM,2022-10-12,死不了就還好,-1.0,88866,"['死不了', '就', '還好']"
1665745809000_mobileM,2022-10-14,才一天反彈 基本上還看不出來 要不明年第一季後 再來看看 比高比低 才有真正的賽局  至於說 賺5萬 50萬 500萬 大有人在 如何沾沾自喜哉?,-1.0,90818,"['才', '一', '天', '反彈', ' ', '基本', '上', '還', '看', '不', '出來', ' ', '要', '不', '明年', '第一季', '後', ' ', '再', '來', '看看', ' ', '比', '高', '比', '低', ' ', '才', '有', '真正', '的', '賽局', ' ', ' ', '至於', '說', ' ', '賺', '5萬', ' ', '50萬', ' ', '500萬', ' ', '大', '有', '人', '在', ' ', '如何', '沾沾', '自', '喜哉', '?']"
1666934584439_F0DCU,2022-10-28,我買00631L,1.0,28293,"['我', '買', '00631', 'L']"
1666706358332_F0DCU,2022-10-25,現在賣,1.0,27542,"['現在', '賣']"
1657755581980_PTT02R,2022-07-14,"Paul Volcker （以下簡稱 沃克） Fed第12任主席（1979~1987），眼見美國隨石油危機進
入「大通膨」（Great Inflation）時期，1980年3月通膨率飆升至近15%（14.8%），他堅定
不移地升息對抗。 


https://i.imgur.com/I7ViqM2.jpg


沃克在景氣低潮大規模緊縮銀根，造成美國經濟衰退，眾多企業破產、數百萬人失業，失業
率衝破10%，民眾苦不堪言，車賣不掉的車商把塞滿車鑰匙的棺材寄給他，沒房子蓋的建商
把無用的木材寄給他，更有負債累累的農夫開著曳引機包圍Fed辦公室。 



然而沃克不為所動，將利率從上任時的11%左右升至史上最高水準20%，長期肆虐美國的通膨
巨獸終被巨人打敗，通膨率在1983年降至3%以下，不僅為1980~1990年代長期經濟榮景奠定
堅實基礎，也為他贏得全球經濟學家崇敬



聖路易Fed前總裁普爾（William Poole）曾說：「當年若不是沃克大膽改弦易轍，就算面臨
多年痛苦也堅持到底，美國經濟恐怕只會繼續向下沉淪。他扭轉了前任的錯誤政策，為1980
~1990年代的經濟擴張奠定基礎。」




介紹完真正的經濟學者沃克，現在的Fed政客 鮑威爾就不用介紹了，相信大家對他都很了解



傑洛姆·鮑威爾（英語：Jerome Hayden Powell，1953年2月4日－），美國現任聯邦準備理
事會（Fed）主席（央行總裁），出身法律界，曾任律師、投資銀行家。


https://i.imgur.com/CtcWnDP.jpg


鮑威爾 想打通膨 ，又想經濟軟著陸 ，升息又不敢升太猛 世界上哪有這麼好的事

大家可能覺得很奇怪 鮑威爾6月升3碼 ，7月如果升4碼  那升息還能說不猛嗎，這邊說明一
下


當時的沃克，說了一句名言


加息的幅度 必需遠大於通膨：才能打破通膨預期


當時的美國 CPI高達14.8% ， 沃克的作法是把聯邦基準利率猛然升到20%， 20% 跟 14.8%
這麼大的一個gap 才能打破通膨預期


就是要有這種guts , 這種膽量 這種魄力 才有可能打破通膨預期，


現在的美國通膨是9.1% , 照沃克說法，美國聯邦基準利率 再怎樣也要到10%以上 ，否則想
打破通膨預期 根本是癡人說夢


而且這個10%基準利率 還要調得夠快 ，否則通膨預期永遠走在你前面，對比鮑威爾目標今
年年底美國基準利率會調到3%以上，你說美國通膨會降低 ，真的是鬼都不相信


連我這個散戶都知道的事情，你說Fed跟華爾街精英不知道嗎？所以你會看到


美國各大企業開始裁員因應後面的衝擊

https://bit.ly/3chCwW8



白宮政客不斷放話

https://bit.ly/3AJqnDr



Fed 也在放話 安撫人心

https://bit.ly/3ANIfwL



最後個人結論， 鮑威爾這個人是個徹頭徹尾的政客，他絕對沒有當年沃克那種guts，他是
又想討好華爾街，又想保住自己的位置，這種首鼠兩端
的沒膽量政客 美國真的會被他玩死






--
Sent from my iPhone 13 Pro Max

○ PiTT // PHJCI

",1.0,137541,"['Paul Volcker', ' ', '（', '以下', '簡稱', ' 沃克', '）', ' Fed', '第12', '任', '主席', '（', '1979', '~', '1987', '）', '，', '眼見', '美國', '隨', '石油', '危機', '進', ' 入', '「', '大', '通膨', '」', '（', 'Great Inflation', '）', '時期', '，', '1980年', '3月', '通膨率', '飆升', '至', '近', '15', '%', '（', '14.8', '%', '）', '，', '他', '堅定', ' 不移地', '升息', '對抗', '。', '    ', 'https', ':', '/', '/', 'i.imgur.com/I7ViqM2.jpg', '   沃克', '在', '景氣', '低潮', '大規模', '緊縮', '銀根', '，', '造成', '美國', '經濟', '衰退', '，', '眾多', '企業', '破產', '、', '數百萬', '人', '失業', '，', '失業', ' 率', '衝破']"
1658460128759_PTT02R,2022-07-22,"
現在買房的消費主力是4、50歲的人
6、7年級多子化世代

等到30歲少子化那群正式接棒
你就知道風暴了
少子化第一批已經30囉
以前在私立科大旁當包租公的
現在應該心有戚戚焉


的
房

--
",-1.0,137674,"['現在', '買', '房', '的', '消費', '主力', '是', '4', '、', '50', '歲', '的', '人', ' ', '6', '、', '7年級', '多子', '化', '世代', ' ', ' ', '等到', '30', '歲', '少子', '化', '那', '群', '正式', '接棒', ' ', '你', '就', '知道', '風暴', '了', ' ', '少子', '化', '第一', '批', '已經', '30', '囉', ' ', '以前', '在', '私立', '科大', '旁', '當', '包租公', '的', ' ', '現在', '應該', '心有戚戚焉', ' ', ' ', ' ', '的', ' ', '房', '  ', '--']"
