id,post_time,content,rise,post_id,segmented_content
1655241024969_F0DCU,2022-06-15,這是好事喔 台灣的機會,-1.0,11538,"['這', '是', '好事', '喔', ' ', '台灣', '的', '機會']"
1648617026550_F01,2022-03-30,"你那才幾毛錢,放著就好,如果我是買一張我看都懶得看,過兩年看是漲還是跌在說",-1.0,70546,"['你', '那', '才', '幾', '毛', '錢', ',', '放', '著', '就', '好', ',', '如果', '我', '是', '買', '一', '張', '我', '看', '都', '懶得', '看', ',', '過', '兩', '年', '看', '是', '漲', '還是', '跌', '在', '說']"
1654687416693_PTT02R,2022-06-08,"小弟的小公司也對長榮五月營收做出點小貢獻，
上個月出了兩個40尺櫃與一個平板櫃去馬來西亞巴生港，以往經驗我這邊裝櫃出關後沒幾
天就會上船，這次預定的船沒進港，在港口多等了兩週才上船，不知道是不是受上海影響
，只能確定船的運量看起來還不足，報關行統包報價17000usd，疫情之前是6500usd，本
來這批貨是去年要出的，那時詢價約11000usd，對我這種奈米戶來說根本沒有運價下跌這
事，只能猜測運價指數是航商跟定期出貨的大客戶簽的價格，對一般不定期的小公司目前
只有越來越高，不知道航商客戶組成占比怎樣，如果大客戶占比低，雖然較不穩定，但小
客戶在這種缺船的市況下很好宰，長榮發大財，（還好運費是客戶出的）

--
",-1.0,134921,"['小弟', '的', '小', '公司', '也', '對', '長榮', '五月', '營收', '做出', '點', '小', '貢獻', '，', ' ', '上', '個', '月', '出', '了', '兩', '個', '40', '尺櫃', '與', '一', '個', '平板櫃', '去', '馬來西亞', '巴生港', '，', '以往', '經驗', '我', '這邊', '裝櫃', '出關', '後', '沒', '幾 天', '就', '會', '上船', '，', '這', '次', '預定', '的', '船', '沒', '進', '港', '，', '在', '港口', '多', '等', '了', '兩', '週', '才', '上船', '，', '不', '知道', '是', '不', '是', '受', '上海', '影響', ' ', '，', '只', '能', '確定', '船', '的', '運量', '看起來', '還', '不足', '，', '報關', '行統', '包', '報價', '17000', 'usd', '，', '疫情', '之前', '是', '6500', 'usd', '，', '本', ' ', '來', '這', '批', '貨', '是', '去年', '要', '出', '的', '，', '那時', '詢價', '約', '11000', 'usd', '，', '對', '我', '這', '種', '奈米戶', '來', '說', '根本', '沒有', '運價', '下跌', '這', ' 事', '，', '只', '能', '猜測']"
1655267124892_F0DCU,2022-06-15,"我是不是講對了

盤勢不適合加倉或者留倉",-1.0,11567,"['我', '是', '不', '是', '講', '對', '了', ' ', ' ', '盤勢', '不', '適合', '加倉', '或者', '留倉']"
1650076813954_F0DCU,2022-04-15,還有使用手機的電力成本所以1元消失了😂,-1.0,6525,"['還', '有', '使用', '手機', '的', '電力', '成本', '所以', '1', '元', '消失', '了', '😂']"
1649996416091_F01,2022-04-15,二十年前竹北也是你說的鬼地方，結果現在有人房價10年賺3倍出場。<BR>現在像你說的竹南、銅鑼等地，也還是個鬼地方，房價一樣漲，隨著科技人不斷遷入，消費能力恐怕超乎你所想像。<BR>不止台灣，美國舊金山因為旁邊的矽谷，房地產價格名列前矛，當地聖荷西的房價，就連高年薪的蘋果工程師都不一定買得下手，釋出的房產常常要用競標方式去追價，說穿了就是供不應求。,-1.0,71639,"['二十', '年', '前', '竹北', '也', '是', '你', '說', '的', '鬼', '地方', '，', '結果', '現在', '有', '人', '房價', '10', '年', '賺', '3', '倍', '出場', '。', '<', 'BR', '>', '現在', '像', '你', '說', '的', '竹南', '、', '銅鑼', '等', '地', '，', '也', '還是', '個', '鬼', '地方', '，', '房價', '一樣', '漲', '，', '隨著', '科技人', '不斷', '遷入', '，', '消費', '能力', '恐怕', '超乎', '你', '所', '想像', '。', '<', 'BR', '>', '不', '止', '台灣', '，', '美國', '舊金山', '因為', '旁邊', '的', '矽谷', '，', '房地產', '價格', '名列前矛', '，', '當地', '聖荷西', '的', '房價', '，', '就', '連', '高', '年薪', '的', '蘋果', '工程師', '都', '不', '一定', '買', '得', '下手', '，', '釋出', '的', '房產', '常常', '要', '用', '競標', '方式', '去', '追價', '，', '說', '穿', '了', '就是', '供', '不', '應求', '。']"
1652880225336_F0DCU,2022-05-18,2.成長性股票長期投資累積資本利得+每季穩定領息波動性相對較低的878（年化報酬5%以上）,-1.0,9502,"['2', '.', '成長性', '股票', '長期', '投資', '累積', '資本', '利得', '+', '每季', '穩定', '領息', '波動性', '相對', '較', '低', '的', '878', '（', '年化', '報酬', '5', '%', '以上', '）']"
1646422168715_F0DCU,2022-03-04,個人建議可以繼續往下加碼壓低成本稍微彈一下就可以解套,-1.0,547,"['個人', '建議', '可以', '繼續', '往', '下', '加碼', '壓低', '成本', '稍微', '彈', '一下', '就', '可以', '解套']"
1652788260151_F0DCU,2022-05-17,看來原po 本金雄厚 年初到現在已經有89張了,-1.0,8724,"['看來', '原', 'po', ' 本金雄厚', ' ', '年初', '到', '現在', '已經', '有', '89', '張', '了']"
1655858463557_F0DCU,2022-06-22,"-82% 基本不用再想停損了啦
就擺著 看10幾年後會不會迴光返照
反正你現在應該也不缺那47000
別出掉 現在出掉真的很阿呆
就已經笨一次了不要再笨第二次",-1.0,13593,"['-', '82', '%', ' ', '基本', '不用', '再', '想', '停損', '了', '啦', ' ', '就', '擺', '著', ' ', '看', '10幾', '年', '後', '會', '不會', '迴光', '返照', ' ', '反正', '你', '現在', '應該', '也', '不', '缺', '那', '47000', ' ', '別', '出掉', ' ', '現在', '出掉', '真的', '很', '阿呆', ' ', '就', '已經', '笨', '一', '次', '了', '不要', '再', '笨', '第二', '次']"
1655981661084_PTT02R,2022-06-23,"花旗模型怪怪的。

如果說，2022/9 是峰值（花旗報告說的），基本上就是九月過後賺的錢會開始減少。

比如 2022 年每個月賺的錢是
（6,6,6,6,6, 6*, 6*, 6*, 6*, 然後十月開始變小）
- 前面五個 6 是目前已知（花旗連昨天收盤102都知道，所以不會不知道前五個月賺這麼大
吧！）
- 中間 4 個 6* 是最保守的預估值，因為花旗說高峰在九月，然後今年前九個月就把它花
旗估算的2022 年該賺的 54 都賺完了，所以後面就應該沒賺錢。

因為2023 接在後面沒賺錢的月份，離高峰 2022 的九月更遠，那不是每個月都要賠錢嗎？
但是怎麼 2023 還能賺 38?

我覺得這是人工智慧模型 GPT3 生成的報告。
人工智慧生成的特色就是，形式很像人，但是沒有邏輯、前後失憶。

另外，花旗的報告，是將 PBV * 0.7 計算，是根據 2023 年底的淨值打七折計算，
所以我們就這麼算

陽明 PBV * 0.7 ... (2023/E)
- 2021/E 淨值約 67.1 然後 + 57.75 + 40.84 = *165.69*
-   165.69*0.7 = *115.98* <== 跟他估的 112 有點接近
- 上面的57.75, 40.84 是花旗估算 2022, 2023 賺的錢

- 長榮 2021/E 淨值約 67.5 然後+ 54.67 + 38.78 = *160.95*
-    160.95*0.7 = *112.66* <== 應該是 112 跟 70 有點遠
- 上面的 54.67, 38.78 是花旗估算 2022, 2023 賺的錢

不過，不管是不是人工智慧寫的，明天長榮是不好看了。

--
",-1.0,136079,"['花旗', '模型', '怪怪', '的', '。', '  ', '如果', '說', '，', '2022', '/', '9', ' ', '是', '峰值', '（', '花旗', '報告', '說', '的', '）', '，', '基本', '上', '就是', '九月', '過後', '賺', '的', '錢', '會', '開始', '減少', '。', ' ', ' ', '比如', ' ', '2022 年', '每', '個', '月', '賺', '的', '錢', '是', ' ', '（', '6,6,6,6,6,', ' ', '6', '*', ',', ' ', '6', '*', ',', ' ', '6', '*', ',', ' ', '6', '*', ',', ' ', '然後', '十月', '開始', '變', '小', '）', ' ', '-', ' ', '前面', '五', '個', ' ', '6', ' ', '是', '目前', '已知', '（', '花旗', '連', '昨天', '收盤', '102', '都', '知道', '，', '所以', '不會', '不', '知道', '前', '五', '個', '月', '賺', '這麼', '大', ' ', '吧', '！', '）', ' ', '-', ' ', '中間', ' ', '4', ' ', '個', ' ', '6', '*', ' ', '是', '最', '保守', '的', '預估值', '，', '因為', '花旗', '說', '高峰', '在', '九月', '，', '然後', '今年', '前', '九', '個', '月', '就', '把', '它']"
1656630998423_F0DCU,2022-06-30,哈哈哈哈笑死 他的會員到底都是哪些人,-1.0,17174,"['哈哈', '哈哈', '笑', '死', ' ', '他', '的', '會員', '到底', '都', '是', '哪些', '人']"
1650285349724_F01,2022-04-18,<BR>年初美國升息6次消息出來，就該謹慎了。疫情後大放水，賺些錢沒什麼好得意的，因為普遍大家都是賺錢。今年收縮還能賺到錢的才是真正的能手。,-1.0,72320,"['<', 'BR', '>', '年初', '美國', '升息', '6', '次', '消息', '出來', '，', '就', '該', '謹慎', '了', '。', '疫情', '後', '大放水', '，', '賺', '些', '錢', '沒', '什麼', '好得意', '的', '，', '因為', '普遍', '大家', '都', '是', '賺錢', '。', '今年', '收縮', '還', '能', '賺到', '錢', '的', '才', '是', '真正', '的', '能手', '。']"
1655956839988_F01,2022-06-23,"其實也是對的,不過 會輸並不是因了解技術面的分析而敗的.<BR>會輸是輸給了人性..股市散戶最大的敵人是自己,即過於相信自己又懷疑自己,<BR>到最後他的操作是在矛盾中的情緒性買賣罷了..所以會輸很正常.",-1.0,77288,"['其實', '也', '是', '對', '的', ',', '不過', ' ', '會', '輸', '並', '不', '是', '因', '了解', '技術面', '的', '分析', '而', '敗', '的', '.', '<', 'BR', '>', '會', '輸', '是', '輸給', '了', '人性', '..', '股市', '散戶', '最', '大', '的', '敵人', '是', '自己', ',', '即', '過於', '相信', '自己', '又', '懷疑', '自己', ',', '<', 'BR', '>', '到', '最後', '他', '的', '操作', '是', '在', '矛盾', '中', '的', '情緒性', '買賣', '罷了', '..', '所以', '會', '輸', '很', '正常', '.']"
1654719099801_F0DCU,2022-06-08,抗通膨,-1.0,10531,"['抗', '通膨']"
1646684351890_F0DCU,2022-03-07,股市名言:套牢，就是長期投資的開始，大家一起來傳富。,-1.0,1236,"['股市', '名言', ':', '套牢', '，', '就是', '長期', '投資', '的', '開始', '，', '大家', '一起', '來', '傳富', '。']"
1656442100274_F0DCU,2022-06-28,"某樓之前凹單凹到賠3%的在那邊說當沖沒這麼難~~
碰過當沖的都知道，當沖操作賠3趴相當於凹單凹了超多檔價位不服輸，結果才會讓坑變這麼大，而且當沖通常都會槓桿很大的成交額，3%可以說是失血很大~
通常1-2%以內就要理性止血了
之前還厚臉皮教過人家怎麼停損呢
操作心態情商這麼低，紀律這麼鳥還要出來發表高見",-1.0,16448,"['某樓', '之前', '凹單', '凹', '到', '賠', '3', '%', '的', '在', '那邊', '說', '當', '沖', '沒', '這麼', '難', '~', '~', ' ', '碰', '過', '當', '沖', '的', '都', '知道', '，', '當', '沖', '操作', '賠', '3', '趴', '相當於', '凹單', '凹', '了', '超多', '檔', '價位', '不', '服輸', '，', '結果', '才', '會', '讓', '坑', '變', '這麼', '大', '，', '而且', '當', '沖', '通常', '都', '會', '槓桿', '很', '大', '的', '成交額', '，', '3', '%', '可以', '說', '是', '失血', '很', '大', '~', ' ', '通常', '1', '-', '2', '%', '以內', '就', '要', '理性', '止血', '了', ' ', '之前', '還', '厚', '臉皮', '教', '過', '人家', '怎麼', '停損', '呢', ' ', '操作', '心態', '情商', '這麼', '低', '，', '紀律', '這麼', '鳥', '還', '要', '出來', '發表', '高', '見']"
1656047689572_F01,2022-06-24,知道房子會這高價的背後原因後<BR>就知道這些龐大既得利益者的勢力影響力有多高<BR>居住正義真的只是口號而已,-1.0,77843,"['知道', '房子', '會', '這', '高價', '的', '背後', '原因', '後', '<', 'BR', '>', '就', '知道', '這些', '龐大', '既', '得', '利益', '者', '的', '勢力', '影響力', '有', '多', '高', '<', 'BR', '>', '居住', '正義', '真的', '只是', '口號', '而', '已']"
1654628264252_F0DCU,2022-06-07,當然是601啊,-1.0,10253,"['當然', '是', '601', '啊']"
1656568571018_F01,2022-06-30,撿屍體嗎？應該還沒到時候吧！,-1.0,79130,"['撿', '屍體', '嗎', '？', '應該', '還', '沒', '到時候', '吧', '！']"
1656321103327_PTT02R,2022-06-27,"原文標題：

台積營收 將超車英特爾

原文連結：

https://udn.com/news/story/7240/6417280?from=udn-catelistnews_ch2

發布時間：

2022-06-27 03:21

記者署名：

記者 尹慧中 ／台北報導

原文內容：

2022-06-27 03:21 經濟日報／ 記者 尹慧中 ／台北報導

台積電（2330）將再創新紀錄，最快本季營收首度追上英特爾，成為全球第二大半導體廠
，僅次於三星，並在第3季傳統旺季進一步拉開差距，確立其在全球半導體業「坐二望一
」的地位。

第2季即將告終，以台積電公告4、5月營收實績推算，達成本季美元計價營收176億至182
億美元的目標無虞，對照英特爾預期本季財測營收目標180億美元，台積電若本季美元計
價營收落在財測預估平均值179億美元，一旦英特爾財測也順利達標，兩家公司差距僅1億
美元。


若隨著車用供應鏈復甦、高速運算平台乃至蘋果新機備貨效益，法人看好，伴隨匯率有利
因素，台積電本季營收有機會達到財測高標，順勢超越英特爾。

因此6月營收表現，是兩強誰能勝出的關鍵，整體來看，台積電超車的機會不小，有望是
公司1986年成立以來，首度單季營收規模超過英特爾。台積電向來不評論競爭對手。

法人分析，台積電單季營收有望超車英特爾，關鍵在於客戶群多元應用，而且客戶多集中
在北美市場。台積電產能集中台灣且大幅成長之際，英特爾卻遭遇大陸封控、供應鏈調度
、終端應用較集中單一個人電腦（PC）與伺服器領域帶來的嚴峻考驗。

根據歷史數據，英特爾過去單季營收高峰約202億至205億美元，台積電直到2019年第4季
單季營收才正式突破百億美元大關，顯示兩家公司過往因整合元件廠（IDM）與純晶圓代
工廠的商業模式差異。

數據也顯示，近年來台積電業績穩健成長，英特爾則有所起落。台積電今年第2季營收若
順利達成財測目標，將連續七季改寫新高；反觀英特爾季營收在去年第4季創下歷史新高
的205億美元後，在今年上半年連續兩季下滑，兩家公司業績一消一漲之下，也收斂彼此
的差距。

業界指出，台積電、英特爾單季營收差距收斂關鍵，主要在產業結構變化，更多品牌大廠
轉向自行設計晶片，並找台積電代工，隨著更多元的晶片設計放量，帶動幕後功臣台積電
營收成長步伐大於英特爾。

其次，台積電客戶群持續擴大，該公司統計已運用291種不同製程技術為數百家客戶生產1
萬2,302種產品，全球約85%的新創產品原型在台積電實現，今年更持續高速成長。

業界認為，台積電年產能逾1,300萬片約當12吋晶圓，規模是全球晶圓代工業之冠，生產
的規模經濟效益和客戶群擴張發揮加乘效果，讓台積電將能降低僅依賴單一領域成長的風
險，今年來自高速運算與車用等動能強勁，也反映來自英特爾競爭對手超微、輝達，乃至
於更多車用半導體廠擴大投片生產。

心得/評論：

即將成為全世界半導體No.1的台積電

外資小兒哪還敢繼續賣

全部衝回來下跪道歉買爆台積電

還不快跟沒有500的台積電道歉！

--
",-1.0,136271,"['原文', '標題', '：', '  台積', '營收', ' ', '將', '超車', '英特爾', '  ', '原文', '連結', '：', ' ', ' https://udn.com/news/story/7240/6417280?from=udn-catelistnews_ch2', '  ', '發布', '時間', '：', ' ', ' ', '2022', '-', '06', '-', '27', ' ', '03', ':', '21', '  ', '記者', '署名', '：', ' ', ' ', '記者', ' 尹慧中 ', '／', '台北', '報導', '  ', '原文', '內容', '：', ' ', ' ', '2022', '-', '06', '-', '27', ' ', '03', ':', '21', ' 經濟日報', '／', ' ', '記者', ' 尹慧中 ', '／', '台北', '報導', '  台積電', '（', '2330', '）', '將', '再', '創新', '紀錄', '，']"
1656396699293_F01,2022-06-28,目前電動車的兩大生產國是美國與中國，這兩邊都是給予電動車廠商在研發、生產的巨量補助，那…小小的台灣拿得出這些錢嗎？,-1.0,78382,"['目前', '電動車', '的', '兩', '大', '生產國', '是', '美國', '與', '中國', '，', '這', '兩', '邊', '都', '是', '給予', '電動車', '廠商', '在', '研發', '、', '生產', '的', '巨量', '補助', '，', '那', '…', '小小', '的', '台灣', '拿', '得', '出', '這些', '錢', '嗎', '？']"
1655320973079_F0DCU,2022-06-16,"股東會前後  
熱門個股遠好過於大盤指數
加上老闆與企業一堆資金與額度無處投資

在景氣不明時
花在未來投產上面又不知道何時得回收
就庫藏股+炒炒題材行情

喜歡研究參與行情  追蹤卡稱囉🎉",-1.0,11866,"['股東會', '前', '後', '   ', '熱門', '個股', '遠', '好', '過於', '大盤', '指數', ' ', '加上', '老闆', '與', '企業', '一', '堆', '資金', '與', '額度', '無處', '投資', ' ', ' ', '在', '景氣', '不明', '時', ' ', '花', '在', '未來', '投產', '上面', '又', '不', '知道', '何時', '得', '回收', ' ', '就', '庫藏股', '+', '炒炒', '題材', '行情', ' ', ' ', '喜歡', '研究', '參與', '行情', ' ', ' ', '追蹤', '卡稱', '囉', '🎉']"
1656037503004_F0DCU,2022-06-23,B1 為什麼兩萬不能心酸 在別人眼中不同價值這很難理解嗎==,-1.0,14917,"['B1', ' ', '為什麼', '兩萬', '不能', '心酸', ' ', '在', '別人', '眼', '中', '不同', '價值', '這', '很', '難', '理解', '嗎', '=', '=']"
1655103770918_PTT02R,2022-06-13,"http://www.twse.com.tw/zh/page/trading/fund/BFI82U.html

111年06月13日 三大法人買賣金額統計表

單位名稱        買進金額(億元)  賣出金額(億元)  買賣差額(億元)

自營商(自行買賣)    28.02          28.36           -0.33

自營商(避險)        65.71          95.53          -29.82

投  信              28.84          22.58           +6.25

外資及陸資         471.15         951.50         -480.34

外資自營商           0.17           0.11           +0.06
===========================================================
合  計             593.74        1097.98         -504.24

法人成交比重36.89%  

",-1.0,135199,"['http://www.twse.com.tw/zh/page/trading/fund/BFI82U.html  ', '111年', '06月', '13日', ' ', '三大', '法人', '買賣', '金額', '統計表', ' ', ' ', '單位', '名稱', '        ', '買進', '金額', '(', '億', '元', ')', '  ', '賣出', '金額', '(', '億', '元', ')', ' ', ' ', '買賣', '差額', '(', '億', '元', ')', '  自營商', '(', '自行', '買賣', ')', '    ', '28.02', '          ', '28.36', '           ', '-', '0.33', '  自營商', '(', '避險', ')', '        ', '65.71', '      ']"
1658884445946_F0DCUNEW,2022-06-27,"現實生活的苦悶，讓很多朋友想喝茶舒壓放鬆一下，+來98kppp TG：si1314
然而卻不得其門而入，沒人帶的話，很容易被不良論壇上的虛假訊息坑騙，
金錢損失事小，若不小心上了電視新聞，那就糗了，而小紅娘的出現讓我眼前一亮。
我也是四字開頭的年紀了，算起來吃魚喝茶也有十幾個年頭了，算得上是老司機
但是之前配合了很多茶莊也都不盡人意，
所以不建議大家吃魚，還不如直接找茶莊，省時省心又省力
偶然在論壇爬樓看到小紅娘的來98kppp好像還不錯，想着先加上她問問看，
當下跟小紅娘說今天并沒有要約
，也跟她諮詢了很多，而且小紅娘也并沒有不耐煩 很耐心的回復我的每一個刁鑽的問題，
相反我還感覺自己有點像澳客，哈哈。之後
就挑了一天休假的時間跟小紅娘約了一個
本來是沒有抱太大的期望的，但是當我看到妹妹的那一刻，我整個呆住了，一整個美女呀
妹妹一進門先給我來了一個熱情的擁抱
隨後還親了親我的臉頰，當時我感覺自己一個四十幾的大叔又戀愛了一次，
之前都是洗澡愛愛感覺沒有
新鮮感  這次玩的超開心  小紅娘幫我安排的很好 推薦推薦不唬難
喜歡喝茶的朋友記得加她的來98kppp  TG：si1314",-1.0,16111,"['現實', '生活', '的', '苦悶', '，', '讓', '很多', '朋友', '想', '喝', '茶', '舒壓', '放鬆', '一下', '，', '+', '來', '98', 'kppp TG', '：', 'si', '1314', ' ', ' ', '然而', '卻', '不得其門而入', '，', '沒', '人', '帶', '的', '話', '，', '很', '容易', '被', '不良', '論壇', '上', '的', '虛假', '訊息', '坑騙', '，', ' ', ' ', '金錢', '損失', '事小', '，', '若', '不', '小心', '上', '了', '電視', '新聞', '，', '那', '就', '糗', '了', '，', '而', '小', '紅娘', '的', '出現', '讓', '我', '眼前', '一', '亮', '。', ' ', ' ', '我', '也', '是', '四字', '開頭', '的', '年紀', '了', '，', '算', '起來', '吃', '魚', '喝', '茶', '也', '有', '十幾', '個', '年頭', '了', '，', '算', '得', '上', '是', '老司機', ' ', ' ', '但是', '之前', '配合', '了', '很多', '茶莊', '也', '都', '不盡', '人意', '，', ' ', ' ', '所以', '不', '建議', '大家', '吃', '魚', '，', '還', '不如', '直接', '找', '茶莊', '，', '省時省心', '又', '省力']"
1656363068261_F0DCU,2022-06-27,"我看元太去年才賺5塊不到，毛利率連50也不到
說要能上1000…我覺得蠻難
去科技版逛逛就知道，元太是面板慘業的其中一員…電子紙的使用率真的很高嗎？目前我覺得還是一場夢啦，哪時泡泡會破不知道…",-1.0,16000,"['我', '看', '元太', '去年', '才', '賺', '5', '塊', '不', '到', '，', '毛利率', '連', '50', '也', '不', '到', ' ', '說', '要', '能', '上', '1000', '…', '我', '覺得', '蠻', '難', ' ', '去', '科技版', '逛逛', '就', '知道', '，', '元太', '是', '面板', '慘業', '的', '其中', '一', '員', '…', '電子紙', '的', '使用率', '真的', '很', '高', '嗎', '？', '目前', '我', '覺得', '還是', '一', '場', '夢', '啦', '，', '哪時', '泡泡', '會', '破', '不', '知道', '…']"
1650313794833_F0DCU,2022-04-18,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,-1.0,6772,"['已經', '刪除', '的', '內容', '就', '像', ' ', 'Dcard', ' ', '一樣', '，', '錯過', '是', '無法', '再', '相見', '的', '！']"
