id,post_time,content,rise,post_id,segmented_content
1672342569172_F0DCU,2022-12-29,建議找自己的選股邏輯、方式，如果沒找到之前，別考慮做價差，不如100%存股，價差賺不到反被套,1.0,31697,"['建議', '找', '自己', '的', '選股', '邏輯', '、', '方式', '，', '如果', '沒', '找到', '之前', '，', '別', '考慮', '做', '價差', '，', '不如', '100', '%', '存股', '，', '價差', '賺', '不', '到', '反', '被', '套']"
1672981893100_mobileM,2023-01-06,外觀很簡單 內在不容易啊  另 上次看另一戶裝修也會在二樓樓梯旁擺一張沙發椅 好奇用途是什麼,1.0,101806,"['外觀', '很', '簡單', ' ', '內在', '不', '容易', '啊', ' ', ' ', '另', ' ', '上', '次', '看', '另', '一', '戶', '裝修', '也', '會', '在', '二樓', '樓梯', '旁', '擺', '一', '張', '沙發椅', ' ', '好奇', '用途', '是', '什麼']"
1671051635359_F0DCU,2022-12-15,富邦1.8,-1.0,30632,"['富邦', '1.8']"
1673589384925_mobileR,2023-01-13,這是地下！,1.0,102309,"['這', '是', '地下', '！']"
1667449527832_mobileR,2022-11-03,高通膨一定會流失大量選票，民眾買什麼都大幅漲價.....期中選舉選票會投你才怪!!,1.0,95424,"['高', '通膨', '一定', '會', '流失', '大量', '選票', '，', '民眾', '買', '什麼', '都', '大幅', '漲價', '.....', '期中', '選舉', '選票', '會', '投', '你', '才', '怪', '!', '!']"
1675231963497_mobileM,2023-02-01,小心瞬間空軍發財,1.0,103997,"['小心', '瞬間', '空軍', '發財']"
1667550857462_mobileM,2022-11-04,如果北韓明天再搞300架飛機飛上去  那老美可能會提前降息???!!!  ???!!!!,1.0,96224,"['如果', '北韓', '明天', '再', '搞', '300', '架', '飛機', '飛上去', ' ', ' ', '那', '老美', '可能', '會', '提前', '降息', '?', '?', '?', '!', '!', '!', ' ', ' ', '?', '?', '?', '!', '!', '!', '!']"
1676537361565_F0DCU,2023-02-16,"所以這跟猜有什麼兩樣......?
看歷史K線猜股價
有部電影叫做奪命金，裡面劉青雲在猜漲跌的時候也是像你差不多
有時候指數大漲幾百點，你買錯股票一樣不會賺到錢",1.0,33509,"['所以', '這', '跟', '猜', '有', '什麼', '兩樣', '......', '?', ' ', '看', '歷史', 'K', '線', '猜', '股價', ' ', '有', '部', '電影', '叫做', '奪命金', '，', '裡面', '劉青雲', '在', '猜', '漲跌', '的', '時候', '也', '是', '像', '你', '差不多', ' ', '有', '時候', '指數', '大漲', '幾百', '點', '，', '你', '買錯', '股票', '一樣', '不會', '賺到', '錢']"
1676354252329_mobileM,2023-02-14,＞＞＞  我今天也賣出一小部份的資通  漲高了，又爆大量  慢慢出售－些  我不像 M大－次就砍一半  10 ％、20 ％的慢慢砍   對、錯不管  𠕇賺就好！,1.0,104523,"['＞', '＞', '＞', ' ', ' ', '我', '今天', '也', '賣出', '一', '小', '部份', '的', '資通', '  ', '漲高', '了', '，', '又', '爆', '大量', ' ', ' ', '慢慢', '出售', '－', '些', ' ', ' ', '我', '不', '像', ' ', 'M', '大', '－', '次', '就', '砍', '一半', ' ', ' ', '10', ' ', '％', '、', '20', ' ', '％', '的', '慢慢', '砍', ' ', ' ', ' ', '對', '、', '錯', '不管', ' ', ' 𠕇', '賺', '就', '好', '！']"
1670914871490_PTT02R,2022-12-13,"1. 標題：投信買賣超排行

2. 來源：  富邦證券

3. 網址：https://fubon-ebrokerdj.fbs.com.tw

4. 內文：

買超

1        2002中鋼        5,146
2       2014中鴻        2,215
3       1605華新        1,962
4       3231緯創        1,660
5       2027大成鋼      1,276
6       2883開發金      1,155
7       2324仁寶        1,054
8       6806森崴能源    1,050
9       2201裕隆        988
10      2885元大金      756
11      2891中信金      743
12      2606裕民        714
13      2356英業達      712
14      2353宏碁        660
15      2376技嘉        653
16      6782視陽        639
17      00637L元大滬深300正2    600
18      1402遠東新      569
19      1301台塑        565
20      2890永豐金      565
21      1308亞聚        550
22      3045台灣大      510
23      2408南亞科      473
24      1752南光        387
25      2204中華        379
26      2412中華電      365
27      2421建準        350
28      2886兆豐金      302
29      3706神達        297
30      2892第一金      280
31      2881富邦金      275
32      2206三陽工業    268
33      9958世紀鋼      249
34      2308台達電      243
35      0056元大高股息  240
36      1303南亞        239
37      1319東陽        232
38      2301光寶科      219
39      2392正崴        218
40      1217愛之味      209
41      3515華擎        209
42      9914美利達      206
43      9921巨大        203
44      2882國泰金      203
45      1802台玻        198
46      3702大聯大      197
47      2903遠百        189
48      2504國產        185
49      1536和大        180
50      2357華碩        167

賣超

1       3711日月光投控  -2,222
2       1102亞泥        -1,271
3        8046南電        -1,231
4       3037欣興        -920
5       2634漢翔        -897
6       2409友達        -840
7        2303聯電        -788
8       2441超豐        -621
9       5522遠雄        -454
10      1762中化生      -447
11      6213聯茂        -419
12      8114振樺電      -389
13       3035智原        -354
14      3189景碩        -317
15      9802鈺齊-KY     -290
16      1760寶齡富錦    -278
17      2812台中銀      -277
18      2855統一證      -262
19      2820華票        -255
20      6781AES-KY      -245
21      2489瑞軒        -240
22      2538基泰        -226
23      4938和碩        -218
24      3017奇鋐        -209
25      6285啟碁        -196
26      4958臻鼎-KY     -170
27      2369菱生        -167
28      2609陽明        -163
29      1720生達        -155
30      1455集盛        -152
31      3034聯詠        -130
32      1304台聚        -114
33      2317鴻海        -111
34      4536拓凱        -106
35      1733五鼎        -101
36      2535達欣工      -101
37      2362藍天        -93
38      6768志強-KY     -93
39      2352佳世達      -93
40      2379瑞昱        -91
41      4426利勤        -90
42      6531愛普*       -90
43       2330台積電      -89
44      1717長興        -85
45      8213志超        -78
46      6189豐藝        -73
47      2608嘉里大榮    -70
48      3592瑞鼎        -70
49      9927泰銘        -70
50      9904寶成        -69

--
",-1.0,141472,"['1', '.', ' ', '標題', '：', '投信', '買賣', '超', '排行', ' ', ' ', '2', '.', ' ', '來源', '：', '  富邦證券', ' ', ' ', '3', '.', ' ', '網址', '：', 'https', ':', '/', '/', 'fubon-ebrokerdj.fbs.com.tw', ' ', ' ', '4', '.', ' ', '內文', '：', ' ', ' ', '買', '超', ' ', ' ', '1', '        ', '2002', '中鋼        ', '5,146', ' 2      ', ' ', '2014', '中鴻        ', '2,215', ' ', '3', '       ', '1605', '華新        ', '1,962', ' 4       ', '3231', '緯創', '        ', '1,660', ' 5   ']"
1676858872471_mobileM,2023-02-20,短線的定義是什麼？當沖？隔日沖？ 巴菲特買台績電一季後賣出算不算短線？,1.0,106122,"['短線', '的', '定義', '是', '什麼', '？', '當', '沖', '？', '隔日', '沖', '？', ' 巴菲特', '買台', '績電', '一', '季', '後', '賣出', '算', '不', '算', '短線', '？']"
1676960996255_mobileM,2023-02-21,GUN = E04 = 淦     假神童 真神棍    剩下沒幾日的交易日 二月份將過完了  怎麼離 17000點   越來越遠,1.0,106722,"['GUN = E04 ', '=', ' 淦     ', '假', '神童', ' ', '真神棍', ' ', ' ', ' ', ' ', '剩下', '沒', '幾', '日', '的', '交易日', ' ', '二', '月份', '將', '過完', '了', ' ', ' ', '怎麼', '離', ' ', '17000', '點', ' ', ' ', ' ', '越來越', '遠']"
1671220830628_F0DCU,2022-12-16,46000 感覺好痛,-1.0,30982,"['46000', ' ', '感覺', '好痛']"
1671551798142_F02_dcard,2022-12-20,"想請大家給給意見 順便參考参考

Option #1: 就該全額退款啊！
Option #2: 扣除流程手續費，可憐可憐公司成本==
Option #3: 某瘋子1=就是先直接扣你2000元進口袋
Option #4: 某理財2=老子就是不退費或東扣西扣你的錢",-1.0,31220,"['想', '請', '大家', '給給', '意見', ' ', '順便', '參考', '参考', ' ', ' ', 'Option', ' ', '#', '1', ':', ' ', '就', '該', '全', '額', '退款', '啊', '！', ' ', 'Option', ' ', '#', '2', ':', ' ', '扣除', '流程', '手續費', '，', '可憐', '可憐', '公司', '成本', '=', '=', ' ', 'Option', ' ', '#', '3', ':', ' ', '某', '瘋子', '1', '=', '就是', '先', '直接', '扣', '你', '2000', '元', '進口袋', ' ', 'Option', ' ', '#', '4', ':', ' ', '某', '理財', '2', '=', '老子', '就是', '不', '退費', '或', '東扣', '西', '扣', '你', '的', '錢']"
1672976966292_mobileR,2023-01-06,多頭一直撐著不敢泄氣不然一瀉千里,1.0,101690,"['多', '頭', '一直', '撐', '著', '不', '敢', '泄氣', '不然', '一瀉', '千', '里']"
1675222331006_mobileM,2023-02-01,聽說一月份光矽谷就裁掉了六萬人,1.0,103936,"['聽說', '一', '月份', '光矽谷', '就', '裁掉', '了', '六萬', '人']"
1675081295426_mobileM,2023-01-30,謝謝大大熱心提供!,1.0,103471,"['謝謝', '大大', '熱心', '提供', '!']"
1670596367596_F0DCU,2022-12-09,如果跌剩70，就不會這麼說了。,-1.0,30233,"['如果', '跌剩', '70', '，', '就', '不會', '這麼', '說', '了', '。']"
1676827400490_mobileM,2023-02-20,執政不好，政策錯誤，不罵執政黨那要罵誰能改善，罵批評政府的人和在野黨能改善嗎？既然說台灣物價沒什麼漲，那何必出一篇這樣的文章呢？沒聽過蚵仔麵線一碗20元嗎？物價到底漲了多少，人民心中自有感受，那還不算政府極力干預之下。,1.0,105987,"['執政', '不', '好', '，', '政策', '錯誤', '，', '不', '罵', '執政黨', '那', '要', '罵', '誰', '能', '改善', '，', '罵', '批評', '政府', '的', '人', '和', '在野黨', '能', '改善', '嗎', '？', '既然', '說', '台灣', '物價', '沒', '什麼', '漲', '，', '那', '何必', '出', '一', '篇', '這樣', '的', '文章', '呢', '？', '沒', '聽', '過', '蚵仔麵線', '一', '碗', '20', '元', '嗎', '？', '物價', '到底', '漲', '了', '多少', '，', '人民', '心', '中', '自有', '感受', '，', '那', '還', '不', '算', '政府', '極力', '干預', '之下', '。']"
1673631869329_mobileR,2023-01-13,『想當官就要去中共國』KMT處心積慮要把台灣寶島變成中共國、自由自在當大官,1.0,102510,"['『', '想', '當', '官', '就', '要', '去', '中共國', '』', 'KMT', '處心', '積慮', '要', '把', '台灣寶島', '變成', '中共國', '、', '自由', '自在', '當', '大官']"
1673575228917_mobileM,2023-01-13,好像是營收成長跟資產報酬,1.0,102250,"['好像', '是', '營收', '成長', '跟', '資產', '報酬']"
1675147373337_mobileM,2023-01-31,不要在這麼年輕的時候安逸 同樣的，不要在這麼年輕的時候投資任何高股息ETF or 股票  你的年齡離退休年紀甚遠，配息不會成為你目前現金流來源 建議你在40歲以後再來考慮高股息這一類投資比較好  直接購買006208/0050（二擇一）or 00692，這三個選出一個即可 如果每個月資金不是很多，只有一萬元以內可以投資 可以考慮00850，適合小資族，當作便宜版本的006208/0050  其他時間你應該更多投資自己腦袋在材商，工作，還有你的人生去奮鬥吧,1.0,103692,"['不要', '在', '這麼', '年輕', '的', '時候', '安逸 ', '同樣', '的', '，', '不要', '在', '這麼', '年輕', '的', '時候', '投資', '任何', '高', '股息', 'ETF or', ' ', '股票', ' ', ' ', '你', '的', '年齡', '離', '退休', '年紀', '甚', '遠', '，', '配息', '不會', '成為', '你', '目前', '現金流', '來源', ' ', '建議', '你', '在', '40', '歲', '以後', '再', '來', '考慮', '高', '股息', '這', '一', '類', '投資', '比較', '好', ' ', ' ', '直接', '購買', '006208', '/', '005', '0', '（', '二擇一', '）', 'or', ' ', '00692', '，', '這', '三', '個', '選出', '一', '個', '即', '可', ' ', '如果', '每', '個', '月', '資金', '不', '是', '很多', '，', '只有', '一萬', '元', '以內', '可以', '投資', ' ', '可以', '考慮', '00850', '，', '適合', '小', '資族', '，', '當作', '便宜', '版本', '的', '006208', '/', '0050', ' ', ' ', '其他', '時']"
1670970836358_F0DCU,2022-12-13,雖然不是在新北，永豐金相關問題都可以聊聊喔☺️,-1.0,30404,"['雖然', '不', '是', '在', '新北', '，', '永豐金', '相關', '問題', '都', '可以', '聊聊', '喔', '☺', '️']"
1673584108218_mobileR,2023-01-13,"供過於求 要怎拉報價? 貨櫃也是類似狀況,只是面板搞倒賠錢也是太慘",1.0,102261,"['供', '過於', '求', ' ', '要', '怎', '拉', '報價', '?', ' ', '貨櫃', '也', '是', '類似', '狀況', ',', '只', '是', '面板', '搞倒', '賠錢', '也', '是', '太', '慘']"
1670962135275_F02_dcard,2022-12-14,"之前有接到一個什麼要上市成興櫃的公司問有沒有興趣了解 想說也沒差就給了住宿的地址 寄了一些關於公司消息的書 最近又接到電話問我要不要用身分證辦理抽籤特別股的樣子 大概跟我說了一下一般散戶買的股票配股配息可能只有3-5趴或更少 但特別股一年是配半張或是可以低於半價在加購同樣張數 由於小弟我只知道可以從證券抽股甚至沒聽說過這種方式 而且要個資 所以當下是想說可能是詐騙

對方是跟我說怕個資洩漏或不放心可以直接去母公司辦理 排隊抽股也不一定會抽到 有的話才會另為通知 想請問各位有沒有遇到類似的情況",-1.0,30407,"['之前', '有', '接到', '一', '個', '什麼', '要', '上市', '成興櫃', '的', '公司', '問', '有沒有', '興趣', '了解', ' ', '想', '說', '也', '沒', '差', '就', '給', '了', '住宿', '的', '地址', ' ', '寄', '了', '一些', '關於', '公司', '消息', '的', '書', ' ', '最近', '又', '接到', '電話', '問', '我', '要', '不要', '用', '身分證', '辦理', '抽籤', '特別股', '的', '樣子', ' ', '大概', '跟', '我', '說', '了', '一', '下', '一般', '散戶', '買', '的', '股票', '配股', '配息', '可能', '只', '有', '3', '-', '5', '趴', '或', '更', '少', ' ', '但', '特別股', '一', '年', '是', '配', '半', '張', '或是', '可以', '低於', '半價', '在', '加購', '同樣', '張數', ' ', '由於', '小弟', '我', '只', '知道', '可以', '從', '證券', '抽股', '甚至', '沒', '聽說', '過', '這', '種', '方式', ' ', '而且', '要', '個資', ' ', '所以', '當下', '是', '想', '說', '可能', '是', '詐騙', ' ', ' ', '對方', '是', '跟', '我', '說', '怕', '個資', '洩漏', '或', '不', '放心']"
1675041037397_mobileR,2023-01-30,不解。想獨吞不分手足的人才會討厭特留份這個法條吧？沒生小孩要嘛領養不然就是往生前花光，不然捐出去也行。您和上面那個才是莫名奇妙。,1.0,103162,"['不解', '。', '想', '獨吞不分手足', '的', '人', '才', '會', '討厭', '特留份', '這', '個', '法條', '吧', '？', '沒', '生', '小孩', '要', '嘛', '領養', '不然', '就是', '往', '生', '前', '花光', '，', '不然', '捐出', '去', '也', '行', '。', '您', '和', '上面', '那', '個', '才', '是', '莫名', '奇妙', '。']"
1672262315268_mobileM,2022-12-29,"..... 曬資產當然有點用 好野人賺十趴 就總量來看就是很多 乞丐翻三倍 還是乞丐     不過 能賺很多倍 才是高手  他當然不是 , 但還是被歸類為贏家 小贏也是不容易了 只是他特別得意?   ...... 還是主力養的網路公關? 呵呵.",1.0,100665,"['.....', ' ', '曬', '資產', '當然', '有點', '用', ' ', '好', '野人', '賺', '十', '趴', ' ', '就', '總量', '來', '看', '就', '是', '很多', ' ', '乞丐', '翻', '三', '倍', ' ', '還是', '乞丐', ' ', ' ', ' ', ' ', ' ', '不過', ' ', '能', '賺', '很多', '倍', ' ', '才', '是', '高手', ' ', ' ', '他', '當然', '不', '是', ' ', ',', ' ', '但', '還是', '被', '歸類為', '贏家', ' ', '小贏', '也', '是', '不', '容易', '了', ' ', '只是', '他', '特別', '得意', '?', ' ', '  ', '......', ' ', '還是', '主力', '養', '的', '網路', '公關', '?', ' ', '呵呵', '.']"
1676973462201_mobileR,2023-02-21,保職業工會的350萬勞工大多沒有勞退這一筆。,1.0,106703,"['保', '職業', '工會', '的', '350萬', '勞工', '大多', '沒有', '勞退', '這', '一', '筆', '。']"
1676960203626_mobileR,2023-02-21,大概因為台灣股民股票都不會放超過一年吧。當年鴻海不發股利也是很好的買點。,1.0,106603,"['大概', '因為', '台灣', '股民', '股票', '都', '不會', '放', '超過', '一', '年', '吧', '。', '當年', '鴻海', '不', '發', '股利', '也', '是', '很', '好', '的', '買點', '。']"
1667516507855_mobileM,2022-11-04,我覺得用簡單的方法，  就能驗證你說話的可信度了，  4間房的證明呢？  市值1.2億平均每間3000萬，  那房屋稅跟地價稅繳多少呢？  如果以你說的，1.2億的市值，  股市的市值應該不會太少吧，  你的今日市值是多少呢？,1.0,95986,"['我', '覺得', '用', '簡單', '的', '方法', '，', ' ', ' ', '就', '能', '驗證', '你', '說話', '的', '可信度', '了', '，', ' ', ' ', '4', '間', '房', '的', '證明', '呢', '？', ' ', ' ', '市值', '1.2', '億', '平均', '每', '間', '3000萬', '，', ' ', ' ', '那', '房屋稅', '跟', '地價稅', '繳', '多少', '呢', '？', ' ', ' ', '如果', '以', '你', '說', '的', '，', '1.2億', '的', '市值', '，', ' ', ' ', '股市', '的', '市值', '應該', '不會', '太少', '吧', '，', ' ', ' ', '你', '的', '今日', '市值', '是', '多少', '呢', '？']"
1675225652700_mobileM,2023-02-01,好文章，值得一看再看，影片偶收下了，謝謝,1.0,103970,"['好', '文章', '，', '值得', '一', '看', '再', '看', '，', '影片', '偶', '收下', '了', '，', '謝謝']"
1668070058246_mobileR,2022-11-10,"xccx010x  ""忙到連小孩和妻子都沒時間顧"", 他年輕時還沒有電腦啦, 只有紙跟筆[sorry]",1.0,97861,"['xccx010x', ' ', ' ', '""', '忙', '到', '連', '小孩', '和', '妻子', '都', '沒', '時間', '顧', '""', ',', ' ', '他', '年輕', '時', '還', '沒有', '電腦', '啦', ',', ' ', '只', '有', '紙', '跟', '筆', '[', 'sorry', ']']"
1668071884524_mobileM,2022-11-10,確實是，ETF這種產品也要跟著時間前進和更正的 連0056都開始納入景氣循環股了  台灣最近才開始注重指數邏輯的演進 不知道最近新出的幾個00915或是00900在之後在未來市場能不能有新表現了,1.0,97951,"['確實', '是', '，', 'ETF', '這', '種', '產品', '也', '要', '跟', '著', '時間', '前進', '和', '更', '正', '的', ' ', '連', '0056', '都', '開始', '納入', '景氣', '循環股', '了', ' ', ' ', '台灣', '最近', '才', '開始', '注重', '指數', '邏輯', '的', '演進', ' ', '不', '知道', '最近', '新出', '的', '幾', '個', '00915', '或是', '00900', '在', '之後', '在', '未來', '市場', '能', '不能', '有', '新', '表現', '了']"
1671075063782_mobileR,2022-12-15,韮菜長好了! 美國準備收割全世界的韮菜囉!,-1.0,99029,"['韮菜', '長', '好', '了', '!', ' ', '美國', '準備', '收割', '全', '世界', '的', '韮菜', '囉', '!']"
1676380335438_mobileR,2023-02-14,01newbie  穩定配息的意思可從2方面來講。一種是金額、一種是比率。公司從盈餘中提出固定比率來配息也是穩定股息政策。投資最忌諱一廂情願，2809股本非常小，不會輕易動用累積保留盈餘，配股又會降,1.0,104634,"['01', 'newbie', '  ', '穩定', '配息', '的', '意思', '可', '從', '2', '方面', '來', '講', '。', '一', '種', '是', '金額', '、', '一', '種', '是', '比率', '。', '公司', '從', '盈餘', '中', '提出', '固定', '比率', '來', '配息', '也', '是', '穩定', '股息', '政策', '。', '投資', '最', '忌諱', '一', '廂', '情願', '，', '2809', '股本', '非常', '小', '，', '不會', '輕易', '動用', '累積', '保留', '盈餘', '，', '配股', '又', '會', '降']"
1672728002327_mobileM,2023-01-03,開始加速了....,1.0,101516,"['開始', '加速', '了', '....']"
1676399225969_F0DCU,2023-02-14,想不到還可以簽到,1.0,33159,"['想', '不', '到', '還可以', '簽到']"
1672477484538_F0DCU,2022-12-30,看起來就是最後一搓沒畫到，不過指數對就好了，影響不大,1.0,31803,"['看起來', '就是', '最後', '一', '搓', '沒', '畫到', '，', '不過', '指數', '對', '就', '好', '了', '，', '影響', '不', '大']"
1672707086324_mobileM,2023-01-03,樓主怎還有時間在這裡嘴砲...  中國人不快跑就來不及啦....,1.0,101376,"['樓主', '怎', '還', '有', '時間', '在', '這裡', '嘴砲', '...', ' ', ' ', '中國人', '不', '快', '跑', '就', '來不及', '啦', '....']"
1671502178563_mobileM,2022-12-20,很多東西都是賭博 如你說 合法的賭場 買股票 買外匯 不就是為了一個賭字 賭會賺錢 誰會想到自己是賠錢的那一位 買保險也是阿 你不就在跟保險公司賭 你會不會出車禍?  甚至遊戲 遊戲裡面很多抽寶物的玩法 跟賭博有何不同 (以小博大)  這社會上很多東西 只是沒直接直白的告訴你 叫做賭博 但本質跟賭博沒兩樣 只要有機率性的成分 就是一種賭,-1.0,99770,"['很多', '東西', '都', '是', '賭博', ' ', '如', '你', '說', ' ', '合法', '的', '賭場', ' ', '買', '股票', ' ', '買', '外匯', ' ', '不', '就是', '為了', '一', '個', '賭字', ' ', '賭', '會', '賺錢', ' ', '誰', '會', '想到', '自己', '是', '賠錢', '的', '那', '一', '位', ' ', '買', '保險', '也', '是', '阿', ' ', '你', '不', '就', '在', '跟', '保險', '公司', '賭', ' ', '你', '會', '不會', '出', '車禍', '?', ' ', ' ', '甚至', '遊戲', ' ', '遊戲', '裡面', '很多', '抽寶物', '的', '玩法', ' ', '跟', '賭博', '有', '何', '不同', ' ', '(', '以', '小博大', ')', ' ', ' ', '這', '社會', '上', '很多', '東西', ' ', '只是', '沒', '直接', '直白', '的', '告訴', '你', ' ', '叫做', '賭博', ' ', '但', '本質', '跟', '賭博', '沒', '兩樣', ' ', '只要', '有', '機率性', '的', '成分', ' ', '就是', '一', '種', '賭']"
1676494546518_F0DCU,2023-02-15,"群益除了三竹系統 還有自己的APP(行動贏家)
line也可以下單
如需幫忙介紹熱心業務 可以幫忙介紹",1.0,33354,"['群益', '除了', '三竹', '系統', ' ', '還', '有', '自己', '的', 'APP', '(', '行動', '贏家', ')', ' ', 'line', '也', '可以', '下單', ' ', '如', '需', '幫忙', '介紹', '熱心', '業務', ' ', '可以', '幫忙', '介紹']"
1675273878756_mobileR,2023-02-01,膜大，今年照技術面操作可能會比較好,1.0,104144,"['膜', '大', '，', '今年', '照', '技術面', '操作', '可能', '會', '比較', '好']"
1671555521901_PTT02R,2022-12-21,"1. 標的：TSLQ

2. 分類：討論

3. 分析/正文：

恨ELON恨的牙癢癢的嗎?
不妨玩玩TSLQ
天天都新高!

不過我是沒研究拉
話說ELON又要亂放話了 只乖一天

4. 進退場機制：(非長期投資者，必須有停損機制。討論、心得類免填)

--
",-1.0,141793,"['1', '.', ' ', '標的', '：', 'TSLQ', ' ', ' ', '2', '.', ' ', '分類', '：', '討論', ' ', ' ', '3', '.', ' ', '分析', '/', '正文', '：', ' ', ' ', '恨', 'ELON', '恨', '的', '牙癢癢', '的', '嗎', '?', ' ', '不妨', '玩', '玩', 'TSLQ', ' ', '天天', '都', '新', '高', '!', ' ', ' ', '不過', '我', '是', '沒', '研究', '拉 ', '話', '說', 'ELON', '又', '要', '亂', '放話', '了', ' ', '只', '乖', '一', '天', ' ', ' ', '4', '.', ' ', '進', '退場', '機制', '：', '(', '非', '長期', '投資者', '，', '必須', '有', '停損', '機制', '。', '討論', '、', '心得類', '免填', ')', ' ', ' ', '-', '-']"
1673542853007_F0DCU,2023-01-12,拉高啊，跌越多拉越高啊,1.0,32157,"['拉高', '啊', '，', '跌', '越', '多', '拉', '越', '高', '啊']"
